,UNIQUE-ID,COMMON-NAME,ENZYME,REACTION,ALTERNATIVE-SUBSTRATES
12106,ENZRXN3O-10270,acyl-CoA synthetase,YER015W-MONOMER,['RXN-13290'],N/A
12107,ENZRXN-25878,"&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-[protein] &alpha;-1,3-mannosyltransferase",G3O-30725-MONOMER,['RXN-19017'],N/A
12108,ENZRXN-21810,[sulfur carrier protein CysO]--sulfur ligase,G185E-7476-MONOMER,['RXN-18666'],N/A
12109,ENZRXN0-2566,3-hydroxyacyl-CoA dehydrogenase,G7212-MONOMER,['OHACYL-COA-DEHYDROG-RXN'],N/A
12110,ENZRXN-21086,linoleate 5-desaturase,MONOMER-17794,['RXN-13858'],N/A
12111,ENZRXN-19656,cholest-5-en-3-one isomerase,G185E-5271-MONOMER,['RXN-12694'],N/A
12112,ENZRXN-21666,"cyanidin 3,5-diglucoside glucosidase",MONOMER-17997,['RXN-14436'],N/A
12113,ENZRXN-18915,hydrogenase,CPLX-8599,['1.12.1.3-RXN'],N/A
12114,ENZRXN66-1460,fructose-bisphosphate aldolase,CPLX66-215,['F16ALDOLASE-RXN'],N/A
12115,ENZRXN-19475,<i>all-trans</i>-retinyl ester hydrolase,HS10947-MONOMER,['RXN-12579'],N/A
12116,ENZRXN-13093,putrescine N-methyltransferase,MONOMER-12438,['PUTRESCINE-N-METHYLTRANSFERASE-RXN'],N/A
12117,ENZRXN-24152,"<i>N</i>-3-fumaramoyl-(S)-2,3-diaminopropanoyl-[DdaD non-ribosomal peptide synthase] oxygenase",MONOMER-19479,['RXN-16989'],N/A
12118,TRANS-ENZRXN-68,lysine:cadaverine antiporter,CADB-MONOMER,['TRANS-RXN-68'],"['(LYS CADAVERINE)', '(CADAVERINE LYS)']"
12119,ENZRXN1G-393,cis-methoxy-meroacyl-AMP:2-carboxyl-cerotoyl-CoA 4'-phosphopentetheinyl transferase,G185E-8096-MONOMER,['RXN1G-98'],N/A
12120,ENZRXN-22199,FAD-dependent urate hydroxylase,MONOMER-18267,['RXN-11186'],['(NADH NADPH)']
12121,ENZRXN490-15,glutamine synthetase,CPLX490-3596,['GLUTAMINESYN-RXN'],N/A
12122,ENZRXN-9944,2-oxosuccinamate deamidase,MONOMER-9724,['RXN-6562'],N/A
12123,ENZRXN-10323,glutathione amide-dependent peroxidase,MONOMER-10183,['RXN-6701'],N/A
12124,ENZRXN-24018,&beta;-dihydromenaquinone-9 &omega;-hydroxylase,G185E-6485-MONOMER,['RXN-16853'],N/A
12125,ENZRXN-23512,prephenate decarboxylase,MONOMER-19126,['RXN-16263'],N/A
12126,ENZRXN-15826,3-oxo-C86-cis-keto-mycolate-[pks13] reductase,G185E-6745-MONOMER,['RXN1G-1529'],N/A
12127,ENZRXN-22058,13-deoxydaunorubicin C-13 hydroxylase,MONOMER-18172,['RXN-14829'],N/A
12128,ENZRXN-21521,2-dehydro-3-deoxygluconokinase,CPLX-8640,['DEOXYGLUCONOKIN-RXN'],N/A
12129,ENZRXN-13609,germacrene C synthase,AG4-MONOMER,['RXN-8561'],N/A
12130,CYSTATHIONINE-BETA-LYASE-ENZRXN,cystathionine &beta;-lyase,CYSTATHIONINE-BETA-LYASE-CPLX,['CYSTATHIONINE-BETA-LYASE-RXN'],['(L-CYSTATHIONINE ACETYLSERINE)']
12131,ENZRXN-15051,"(R,R)-butanediol dehydrogenase",CPLX3O-79,['RR-BUTANEDIOL-DEHYDROGENASE-RXN'],"['(BUTANEDIOL CPD-12010)', '(BUTANEDIOL PROPANE-1-2-DIOL)', '(CPD-10353 METHYL-GLYOXAL)', '(CPD-10353 ACETOL)']"
12132,ENZRXN-18506,1-oxo-2-phosphorylethylphosphonate transaminase,MONOMER-16104,['RXN-12010'],N/A
12133,ENZRXN-15671,"3,4,6-trichlorocatechol 1,2-dioxygenase",MONOMER-14402,['RXN-9888'],N/A
12134,SIROHEME-FERROCHELAT-ENZRXN,sirohydrochlorin ferrochelatase,SIROHEMESYN-CPLX,['SIROHEME-FERROCHELAT-RXN'],N/A
12135,ENZRXN-16381,indole-3-acetyl-isoleucine synthetase,AT4G37390-MONOMER,['RXN-10430'],N/A
12136,ENZRXN-13468,"9,10-EOT synthase",MONOMER-12729,['RXN-8500'],N/A
12137,ENZRXN3O-1651,ethanol dehydrogenase,CPLX-8687,['ALCOHOL-DEHYDROG-RXN'],N/A
12138,ENZRXN66-2278,thymidine kinase,CPLX66-354,['THYKI-RXN'],N/A
12139,ENZRXN-18348,acetyl CoA:ACP transacylase,CPLX-7628,['ACP-S-ACETYLTRANSFER-RXN'],N/A
12140,ENZRXN-23883,<i>trans</i>-enoyl reductase,MONOMER-19335,['RXN-16698'],N/A
12141,ENZRXN-26524,"1,2-&alpha;-L-arabinofuranosidase",MONOMER-16540,['RXN-19758'],N/A
12142,ENZRXN-16148,"2,4-dichlorotoluene dioxygenase",CPLX-7696,['RXN-10090'],N/A
12143,ABC-33-ENZRXN,transport of D-xylose,ABC-33-CPLX,['ABC-33-RXN'],['(|D-Xylose| |D-Ribopyranose|)']
12144,ENZRXN-24541,chenodeoxycholate 3&alpha;-dehydrogenase,MONOMER-19697,['RXN-17410'],"['(CPD-15189 CPD-7235)', '(CPD-15189 DEOXYCHOLATE)', '(CPD-15189 CHOLATE)']"
12145,ENZRXN-26393,zealexin A1 synthase,MONOMER-20518,['RXN-19639'],N/A
12146,ENZRXN-12471,"&omega;,<i>E,E</i>-farnesyl diphosphate synthase",MONOMER-11954,['FPPSYN-RXN'],N/A
12147,ENZRXN-3190,"2-oxo-&Delta;<sup>3</sup>-4,5,5-trimethylcyclopentenyl acetyl coA 1,2-monooxygenase",CPLX-3021,['R546-RXN'],N/A
12148,ENZRXN-24400,C30-mycocerosate synthase,CPLX-9046,['RXN-17184'],N/A
12149,ENZRXN-15517,18-hydroxyoleate dehydrogenase,AT1G72970-MONOMER,['RXN-16416'],N/A
12150,ENZRXN-20090,"4-amino-3-hydroxy-benzoate 2,3-dioxygenase",CPLX-8448,['RXN-13134'],N/A
12151,ENZRXN0-6338,D-allose ABC transporter,ABC-42-CPLX,['ABC-42-RXN'],['(ALLOSE CPD0-1110)']
12152,ENZRXN-18213,flavonoid O-methyltransferase,MONOMER-15895,['RXN-11583'],N/A
12153,ENZRXN0-7728,2'UMP phosphatase,ALKAPHOSPHA-CPLX,['RXN-14510'],N/A
12154,ENZRXN-26768,limonene dehydrogenase,CPLX-9348,['RXN-20143'],N/A
12155,ENZRXN-26257,"2,3-dihydroxybenzoyl-[aryl-carrier protein]:L-cysteinyl-[peptidyl-carrier protein] 2,3-dihydroxybenzoyltransferase",MONOMER-20473,['RXN-19495'],N/A
12156,ENZRXN-22605,sulfate adenylyltransferase,CPLX-8836,['SULFATE-ADENYLYLTRANS-RXN'],N/A
12157,ENZRXN-19939,4-hydroxybenzoate-nonaprenyl transferase,MONOMER-17095,['2.5.1.39-RXN'],"['(CPD-21340 CPD0-1028)', '(CPD-21340 FARNESYL-PP)']"
12158,ENZRXN-24257,"calonectrin 7,8-dihydroxylase",MONOMER-19555,['RXN-17043'],N/A
12159,ENZRXN-20490,chanoclavine-I aldehyde dehydrogenase,MONOMER-17452,['RXN-13476'],N/A
12160,ENZRXN66-19737,10-formyltetrahydrofolate hydrolase,CPLX66-445,['FORMYLTHFDEFORMYL-RXN'],N/A
12161,ENZRXN-19327,23S rRNA (adenine<sup>2503</sup>-<i>C</i><sup>8</sup>)-methyltransferase,MONOMER-16695,['RXN-12465'],N/A
12162,ENZRXN-14020,sirohydrochlorin ferrochelatase,CPLX-7400,['SIROHEME-FERROCHELAT-RXN'],N/A
12163,ENZRXN0-7560,(R)-lactate transporter,B2975-MONOMER,['TRANS-RXN0-515'],N/A
12164,ENZRXN0-6149,D-arabinose 5-phosphate isomerase,CPLX0-3929,['DARAB5PISOM-RXN'],N/A
12165,ENZRXN-16828,4-aminobutyrate aminotransferase,CPLX-7897,['GABATRANSAM-RXN'],N/A
12166,ENZRXN-22454,7-deoxyloganetic acid glucosyltransferase,MONOMER-18444,['RXN-9372'],N/A
12167,ENZRXN-26628,glutamine&mdash;fructose-6-phosphate transaminase,MONOMER-20591,['L-GLN-FRUCT-6-P-AMINOTRANS-RXN'],N/A
12168,ENZRXN66-6286,nicotinamide mononucleotide adenylyltransferase,CPLX66-381,['2.7.7.1-RXN'],N/A
12169,ENZRXN-20353,"(1R,6R)-2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",AT1G68890-MONOMER,['RXN-9310'],N/A
12170,ENZRXN-21924,ginsenoside Rf 6-<i>O</i>-glucosidase,MONOMER-18118,['RXN-14584'],N/A
12171,ENZRXN0-8321,tRNA<sup>Tyr</sup> pseudouridine<sup>35</sup> synthase,EG11921-MONOMER,['RXN0-7253'],N/A
12172,ENZRXN-13876,&beta;-phosphoglucomutase,MONOMER-13020,['BETA-PHOSPHOGLUCOMUTASE-RXN'],N/A
12173,ENZRXN-19772,4-hydroxy-2-oxohexanoate aldolase,CPLX-9300,['RXN-12735'],N/A
12174,ENZRXN-24956,methionine aminopeptidase,HS08982-MONOMER,['RXN-17873'],N/A
12175,ENZRXN-16687,&beta;-carotene hydroxylase,MONOMER-14937,['RXN-8025'],N/A
12176,ENZRXN66-1824,"ganglioside GM3 &beta;-1,4 <i>N</i>-acetylgalactosaminyltransferase",HS06011-MONOMER,['2.4.1.92-RXN'],N/A
12177,ENZRXN-22998,"6-hydroxymethyl-7,8-dihydropterin 7,9-dimethyltransferase",MONOMER-18796,['RXN-15732'],N/A
12178,ENZRXN66-485,4-trimethylaminobutyraldehyde dehydrogenase,CPLX66-396,['AMINOBUTDEHYDROG-RXN'],N/A
12179,ENZRXN0-7384,glutathione peroxidase,BTUE-MONOMER,['GLUTATHIONE-PEROXIDASE-RXN'],N/A
12180,ENZRXN-1444,shikimate kinase,AROIBACSU-MONOMER,['SHIKIMATE-KINASE-RXN'],N/A
12181,ENZRXN-24792,delphinidin reductase,MONOMER-19868,['RXN-9723'],N/A
12182,ENZRXN-22314,glucose-1-phosphate thymidylyltransferase,MONOMER-18351,['DTDPGLUCOSEPP-RXN'],N/A
12183,ENZRXN-17227,lysine decarboxylase,MONOMER-15217,['LYSDECARBOX-RXN'],N/A
12184,ENZRXN-22860,phosphoenolpyruvate phosphomutase,MONOMER-18690,['PHOSPHOENOLPYRUVATE-MUTASE-RXN'],N/A
12185,ENZRXN-1103,2-ketocyclohexanecarboxyl-CoA hydrolase,CPLX-884,['R268-RXN'],N/A
12186,ENZRXNQT-4910,phosphomannomutase,AT2G45790-MONOMER,['PHOSMANMUT-RXN'],N/A
12187,ENZRXN-14264,glyceryl-ether monooxygenase,CPLX-7489,['GLYCERYL-ETHER-MONOOXYGENASE-RXN'],N/A
12188,ENZRXN-16016,5'-methylthioadenosine nucleosidase,CPLX-7756,['METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN'],N/A
12189,ENZRXN-5382,isoflavone-7-O-glucosyltransferase,MONOMER-5242,['RXN-3584'],N/A
12190,ENZRXN-17085,myo-inositol-4-phosphate monophosphatase,CPLX-7935,['RXN-10952'],N/A
12191,ENZRXN-13726,<i>cis</i>-benzene glycol dehydrogenase,CPLX-7285,['1.3.1.19-RXN'],['(CPD-288 GLYCEROL)']
12192,ENZRXN-25344,"ganglioside GM3 &alpha;-2,8-sialyltransferase",HS03456-MONOMER,['RXN-18275'],N/A
12193,ENZRXN-453,arabinose kinase,MONOMER-452,['L-ARABINOKINASE-RXN'],"['(ATP UTP)', '(ATP GTP)']"
12194,ENZRXN-16511,3-ketoacyl-CoA thiolase,CPLX-7837,['KETOACYLCOATHIOL-RXN'],N/A
12195,ENZRXN-11893,arginine-&alpha;-ketoglutarate transaminase,CPLX-6903,['RXN-7564'],"['(2-KETOGLUTARATE PYRUVATE)', '(ARG L-ALPHA-ALANINE)', '(ARG L-CITRULLINE)', '(ARG N-NITROARGININE)']"
12196,ENZRXN-25202,"2-hydroxy-3-carboxy-6-oxo-hepta-2,4-dienoate decarboxylase",MONOMER-350,['RXN-18112'],N/A
12197,ENZRXN66-3098,"1,2-diacyl-<i>sn</i>-glycerol ethanolaminephosphotransferase",HS05844-MONOMER,['ETHANOLAMINEPHOSPHOTRANSFERASE-RXN'],N/A
12198,ENZRXN-7021,(-)-isopiperitenol dehydrogenase,CPLX-4642,['ISOPIPERITENOL-DEHYDROGENASE-RXN'],N/A
12199,ENZRXN-11507,<i>myo</i>-inositol oxygenase,AT1G14520-MONOMER,['MYO-INOSITOL-OXYGENASE-RXN'],N/A
12200,ENZRXN-24644,3-hydroxy-4-methylanthranilate adenylyltransferase,MONOMER-19743,['RXN-17074'],"['(CPD-403 ANTHRANILATE)', '(CPD-403 3-HYDROXY-ANTHRANILATE)']"
12201,ENZRXN-20955,"quercetin-4',3-<i>O</i>-glucosyltransferase",MONOMER-17714,['RXN-13765'],N/A
12202,ENZRXN0-8112,"D-<i>myo</i>-inositol (2,5) bisphosphate phosphohydrolase",CPLX-722,['RXN-17493'],N/A
12203,ENZRXN-3667,N/A,MONOMER-3561,['RXN0-2381'],N/A
12204,ENZRXN-18771,citrate synthase,MONOMER-16259,['CITSYN-RXN'],N/A
12205,ENZRXN-648,2-oxopent-4-enoate hydratase,MONOMER-352,['2-OXOPENT-4-ENOATE-HYDRATASE-RXN'],N/A
12206,ENZRXN-25065,UDP-<i>N</i>-acetylglucosamine 2-epimerase,MONOMER-19966,['UDPGLCNACEPIM-RXN'],N/A
12207,ENZRXN-12955,S-sulfanylglutathione dioxygenase,CPLX-7137,['FESGSHTHIO-RXN'],N/A
12208,ENZRXN-20795,"1,4-beta-cellobiohydrolase",MONOMER-17626,['3.2.1.91-RXN'],N/A
12209,ENZRXN-20207,thymine oxygenase,G6523-MONOMER,['RXN-12886'],N/A
12210,ENZRXN1G-1155,trehalose-trans-methoxy-mono-mycolate:trehalose-trans-methoxy-mono-mycolate 6-mycolyltransferase,G185E-8100-MONOMER,['RXN1G-1150'],N/A
12211,ENZRXN-18626,cycloartenol 4&alpha;-methyl monooxygenase,AT4G12110-MONOMER,['RXN-19721'],N/A
12212,ENZRXN0-7866,tRNA m<sup>6</sup>t<sup>6</sup>A37 methyltransferase,EG11503-MONOMER,['RXN0-7114'],N/A
12213,ENZRXN-23386,GDP-6-deoxy-4-keto-D-<i>lyxo</i>-heptose 3-epimerase,MONOMER-19059,['RXN-16161'],N/A
12214,ENZRXN-12813,F420-1:&gamma;-glutamyl ligase,CPLX-7096,['RXN-8081'],"['(GLT L-HOMOCYSTEATE)', '(GLT GLN)', '(GLT L-ASPARTATE)', '(GTP DGTP)', '(GTP UTP)']"
12215,ENZRXN-6087,trehalose phosphorylase,CPLX-4163,['RXN-4441'],N/A
12216,ENZRXN-21373,nitrous oxide:NAD oxidoreductase,MONOMER-16203,['RXN-14138'],N/A
12217,ENZRXNQT-10543,UTP:glucose-1-phosphate uridylyltransferase,AT5G52560-MONOMER,['GLUC1PURIDYLTRANS-RXN'],N/A
12218,ENZRXN-22717,<i>ent</i>-cassadiene 3-hydroxylase,MONOMER-18614,['RXN-15444'],N/A
12219,ENZRXN-14898,"2,3-dihydroxybenzoate-[DhbB aryl-carrier protein] ligase",CPLX-7604,['RXN-19450'],['(2-3-DIHYDROXYBENZOATE CPD-110)']
12220,ENZRXN18C3-42,sucrose 4-<i>O</i>-isobutyryltransferase,MONOMER18C3-30,['RXN18C3-24'],N/A
12221,ENZRXN-20647,sulochrin oxidase,CPLX-8517,['1.10.3.7-RXN'],N/A
12222,ENZRXN-17675,nicotinate dehydrogenase,CPLX-8042,['NICOTINATE-DEHYDROGENASE-RXN'],N/A
12223,ENZRXN-23254,lolitrem E monooxygenase,MONOMER-18984,['RXN-15968'],N/A
12224,ENZRXN-14133,magnesium chelatase,CPLX-7437,['RXN1F-20'],N/A
12225,O-SUCCINYLBENZOATE-COA-LIG-ENZRXN,<i>o</i>-succinylbenzoate&mdash;CoA ligase,MENE-CPLX,['O-SUCCINYLBENZOATE-COA-LIG-RXN'],N/A
12226,ENZRXN-21208,cinnamate:CoA ligase,MONOMER-17857,['RXN-2001'],N/A
12227,ENZRXN-16944,"(+)-(&alpha;<i>R</i>,&beta;<i>S</i>)-guaiacylglycerol-&beta;-guaiacyl ether dehydrogenase",MONOMER-15126,['RXN-10899'],N/A
12228,ENZRXN3O-1145,alcohol acetyltransferase,YGR177C-MONOMER,['ALCOHOL-O-ACETYLTRANSFERASE-RXN'],"['(|Alcohols| CPD-9057)', '(|Alcohols| OCTANOL)', '(|Alcohols| PENTANOL)', '(|Alcohols| HEXANOL-CMPD)', '(|Alcohols| PROPANOL)', '(|Alcohols| ISOBUTANOL)', '(|Alcohols| PREGNENOLONE)', '(|Alcohols| CPD-7032)', '(|Alcohols| CHOLESTEROL)', '(|Alcohols| 57222428-ERGOSTATETRAENOL)']"
12229,ENZRXN-14736,geraniol synthase,CPLX-8521,['RXN-8618'],N/A
12230,ENZRXN-12650,long-chain acyl-CoA synthetase,AT3G05970-MONOMER,['RXN-7904'],N/A
12231,ENZRXN-25742,glucosylglycerol hydrolase,MONOMER-20260,['RXN-18769'],N/A
12232,ENZRXN-17516,(-)-endo-fenchol cyclase,MONOMER-15444,['4.2.3.10-RXN'],N/A
12233,ENZRXN66-982,deoxycytidylate deaminase,CPLX-8624,['DCMP-DEAMINASE-RXN'],N/A
12234,ENZRXN-23763,griseophenone D 9-<i>O</i>-methyltransferase,MONOMER-19269,['RXN-16535'],N/A
12235,H2NEOPTERINP3PYROPHOSPHOHYDRO-ENZRXN,dihydroneopterin triphosphate diphosphatase,H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER,['H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN'],N/A
12236,ENZRXN0-8453,CDP kinase,ADENYL-KIN-MONOMER,['CDPKIN-RXN'],N/A
12237,ENZRXN-12344,very-long-chain 3-ketoacyl-CoA synthase,AT1G01120-MONOMER,['RXN-7697'],N/A
12238,ENZRXN-25609,16-methoxytabersonine 3-oxygenase,MONOMER-20195,['RXN-18616'],N/A
12239,ENZRXN-23114,cyclo-acetoacetyl-<i>L</i>-tryptophan synthetase,MONOMER-18878,['RXN-15811'],N/A
12240,ENZRXN-15370,delphinidin reductase,AT1G61720-MONOMER,['RXN-9723'],N/A
12241,ENZRXN-23630,echineone 4'-ketolase,MONOMER-19180,['RXN-8185'],N/A
12242,ENZRXN-14547,"(2R,3S)-3-isopropylmalate hydro-lyase (2-isopropylmaleate-forming)",CPLX-7020,['RXN-8991'],N/A
12243,ENZRXN-18076,citrate:serine ligase,MONOMER-15809,['RXN-11607'],N/A
12244,ENZRXN-12163,"magnesium-protoporphyrin-IX 13-monomethyl ester,NADPH:oxygen oxidoreductase (hydroxylating)",AT3G56940-MONOMER,['RXN-5282'],N/A
12245,ENZRXN-17363,ginsenoside Rb1 20-O-&beta;-D-(1&rarr;6)-glucose-hydrolase,MONOMER-15315,['RXN-11132'],N/A
12246,ENZRXN-946,hydroxymethylglutaryl-CoA synthase,CPLX-707,['HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN'],N/A
12247,ENZRXN-15199,oleate:CoA ligase (AMP-forming),HS07766-MONOMER,['RXN-9644'],N/A
12248,ENZRXNT9-2047,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase",AT1G47510-MONOMER,['PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN'],N/A
12249,ENZRXN-26136,fatty acyl reductase,MONOMER-20419,['RXN-9344'],['(|Long-Chain-Acyl-CoAs| PALMITYL-COA)']
12250,ENZRXN-17935,xanthine oxidase,MONOMER-15741,['XANTHINE-OXIDASE-RXN'],"['(XANTHINE CPD-12479)', '(XANTHINE 3-METHYLXANTHINE)']"
12251,ENZRXN-25455,4-hydroxybutyrate:CoA ligase (ADP-forming),MONOMER-20107,['RXN-18387'],N/A
12252,ENZRXN-19190,tRNA (guanine<sup>10</sup>-N<sup>2</sup>)-methyltransferase,MONOMER-16615,['RXN-12369'],N/A
12253,ENZRXN-8681,L-carnitine dehydrogenase,CPLX-5061,['CARNITINE-3-DEHYDROGENASE-RXN'],N/A
12254,ENZRXN-12010,6-hydroxynicotinate dehydrogenase,MONOMER-11655,['RXN-7585'],N/A
12255,ENZRXN-13364,L-aspartate oxidase,AT5G14760-MONOMER,['L-ASPARTATE-OXID-RXN'],N/A
12256,ENZRXN-26002,carotenoid &beta;-ring desaturase,MONOMER-20348,['RXN-19143'],N/A
12257,ENZRXN-7860,phosphatidylinositol 2-&alpha;-mannosyltransferase,MONOMER-7717,['2.4.1.57-RXN'],N/A
12258,ENZRXN0-4102,N/A,EG10573-MONOMER,['RXN0-2942'],N/A
12259,ENZRXN-19043,cellobiose &beta;-glucosidase,MONOMER-16497,['RXN-10773'],N/A
12260,ENZRXN-25861,"&beta;-galactoside &alpha;-2,6-sialyltransferase",HS01118-MONOMER,['RXN-19003'],N/A
12261,ENZRXN-21791,tRNA-4-demethylwyosine synthase,MONOMER-18047,['RXN-14516'],N/A
12262,ENZRXN-13220,1-18:1-2-18:3-phosphatidylcholine 1-12-desaturase,CPLX-1902,['RXN-8324'],N/A
12263,ENZRXN-21068,magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase,CPLX-8582,['RXN-13191'],N/A
12264,ENZRXN-19639,&beta;-amyrin 11-oxidase,MONOMER-16879,['RXN-12680'],N/A
12265,ENZRXN3DJ-4562,N-acylsphingosine amidohydrolase (alkaline ceramidase),MGI:2181962-MONOMER,['CERAMIDASE-RXN'],N/A
12266,ENZRXN-18890,"9,9'-di-<i>cis</i>-&zeta;-carotene desaturase",MONOMER-15665,['RXN-12242'],N/A
12267,ENZRXN66-136,mRNA guanylyltransferase,HS03479-MONOMER,['MRNA-GUANYLYLTRANSFERASE-RXN'],N/A
12268,ENZRXN0-2481,&beta;-keto ester reductase,MONOMER0-148,['RXN0-1941'],['(ETHYL-2-METHYLACETOACETATE ETHYL-ACETOACETATE)']
12269,ENZRXN-13076,sulfite dehydrogenase,MONOMER-12422,['SULFITE-DEHYDROGENASE-RXN'],N/A
12270,ENZRXN-24136,2-dehydro-3-deoxy-phosphogluconate aldolase,MONOMER-19469,['KDPGALDOL-RXN'],N/A
12271,ENZRXN-21650,naringenin 4-reductase (cv sm),MONOMER-17993,['RXN-14425'],N/A
12272,ENZRXN1G-3358,trans-delta18-37-hydroxy-38-methyl-C58:1-[acp] synthase,G185E-4788-MONOMER,['RXN1G-3232'],N/A
12273,ENZRXN-22183,alanine racemase,CPLX-8759,['ALARACECAT-RXN'],N/A
12274,ENZRXN-19458,3-hydroxyhexanoyl-CoA dehydrogenase,CPLX-7035,['RXN-12570'],N/A
12275,ENZRXN-9885,"(gibberellin-12), 2-oxoglutarate:oxygen oxidoreductase",MONOMER-9683,['RXN1F-162'],N/A
12276,ENZRXN-10245,5-oxo-L-prolinase,CPLX-6045,['5-OXOPROLINASE-ATP-HYDROLYSING-RXN'],['(ATP DATP)']
12277,TRANS-ENZRXN-300,Zn<sup>2+</sup>:H<sup>+</sup> antiporter,B0752-MONOMER,['TRANS-RXN0-200'],"['(ZN+2 CU+2)', '(ZN+2 NI+2)', '(ZN+2 CD+2)']"
12278,ENZRXN-23494,mycosaminyltranferase,MONOMER-19118,['RXN-16251'],N/A
12279,ENZRXN-15804,<i>N<sup>1</sup></i>-acetylspermidine oxidase,MONOMER-14466,['RXN-12091'],N/A
12280,ENZRXN3O-930,acetoacetyl-[acp] synthase,YPL231W-MONOMER,['3-OXOACYL-ACP-SYNTH-BASE-RXN'],N/A
12281,ENZRXN-21507,gibberellin C13 oxidase,MONOMER-17926,['RXN1F-143'],N/A
12282,ENZRXN-13593,sativene synthase,AG5-MONOMER,['RXN-8601'],N/A
12283,ENZRXN-24002,"dTDP-6-deoxy-3,4-keto-hexulose isomerase",CPLX-9005,['RXN-12839'],N/A
12284,ENZRXN-15026,ferric chelate reductase,AT5G49740-MONOMER,['FERRIC-CHELATE-REDUCTASE-RXN'],N/A
12285,ENZRXN-18491,dCMP kinase,CMPKI-MONOMER,['RXN-7913'],['(DCMP DUMP)']
12286,ENZRXN-2204,4-nitrobenzoate reductase,MONOMER-2123,['R364-RXN'],N/A
12287,ENZRXN-17803,(<i>E</i>)-1-(glycylcystein-<i>S</i>-yl)-5-(methylthio)-pentylhydroximate C-S lyase,AT2G20610-MONOMER,['RXN-11439'],N/A
12288,ENZRXN-16365,"5-chloroprotocatechuate 4,5-dioxygenase",CPLX-2701,['RXN-10425'],N/A
12289,CHORISMATE-SYNTHASE-ENZRXN,chorismate synthase,AROC-CPLX,['CHORISMATE-SYNTHASE-RXN'],N/A
12290,RIBULOKIN-ENZRXN,ribulokinase,RIBULOKIN-CPLX,['RXN0-5116'],"['(L-RIBULOSE D-XYLULOSE)', '(L-RIBULOSE L-XYLULOSE)', '(L-RIBULOSE D-RIBULOSE)']"
12291,ENZRXN66-223,6-phosphogluconolactonase,HS00614-MONOMER,['6PGLUCONOLACT-RXN'],N/A
12292,ENZRXN-15657,"dibenzofuran 4,4a-dioxygenase",CPLX-7696,['R606-RXN'],N/A
12293,ENZRXN3O-1551,acyl-CoA:diacylglycerol acyltransferase,YOR245C-MONOMER,['DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN'],N/A
12294,ENZRXN-26507,4-hydroxybenzaldehyde synthase,MONOMER-15133,['RXN-13392'],N/A
12295,ENZRXN-13452,crocetin glucosyltransferase,MONOMER-12719,['RXN-8471'],N/A
12296,ENZRXN-23867,<i>L</i>-2-amino-8-hydroxdecanoate dehydrogenase,MONOMER-19323,['RXN-16667'],N/A
12297,ENZRXN-24522,deoxycholate 3&alpha;-dehydrogenase,MONOMER-19697,['RXN-17396'],"['(DEOXYCHOLATE CPD-7235)', '(DEOXYCHOLATE CHOLATE)', '(DEOXYCHOLATE CPD-15189)']"
12298,ENZRXN-18328,3-<i>O</i>-&alpha;-D-mannopyranosyl-&alpha;-D-mannopyranose xylosylphosphotransferase,MONOMER-15994,['RXN-11812'],N/A
12299,ABC-12-ENZRXN,transport of L-glutamine,ABC-12-CPLX,['ABC-12-RXN'],N/A
12300,ENZRXN0-6562,peptidoglycan glycosyltransferase,G7322-MONOMER,['RXN-16650'],N/A
12301,ENZRXN-16127,muconate cycloisomerase,MONOMER-14436,['MUCONATE-CYCLOISOMERASE-RXN'],N/A
12302,ENZRXN-12451,GDP-D-mannose:GDP-L-gulose epimerase,CPLX-2043,['RXN-1882'],N/A
12303,ENZRXN-3114,3-hydroxybenzoate 6-hydroxylase,CPLX-7833,['3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN'],N/A
12304,ENZRXN-26377,(glutathion-<i>S</i>-yl)-bimane carboxypeptidase,YMR297W-MONOMER,['RXN-19570'],N/A
12305,ENZRXN-15497,"3,7-dimethylquercetagetin 3'-<i>O</i>-methyltransferase",MONOMER-14289,['RXN-9815'],N/A
12306,ENZRXN-20073,chitin synthase,MONOMER-17189,['CHITIN-SYNTHASE-RXN'],N/A
12307,ENZRXN-24381,C31-phthiodiolenone synthase,CPLX-9045,['RXN-17224'],N/A
12308,ENZRXN-18198,5-chloro-5-deoxy-D-ribonate dehydratase,MONOMER-15882,['RXN-11717'],N/A
12309,ENZRXN0-7700,3-phosphoserine phosphatase,APHA-CPLX,['RXN0-5114'],N/A
12310,ENZRXN0-6318,L-aspartate:ammonia ligase (AMP-forming),ASNSYNB-CPLX,['ASNSYNA-RXN'],['(AMMONIUM HYDROXYLAMINE)']
12311,ENZRXN-26242,L-alanyl-[Amb}:[ambE] alanyltransferase,MONOMER-20272,['RXN-19486'],N/A
