,entry,reaction,product
218,1.14.19.74,"['(1) (+)-pinoresinol + [reduced NADPH-hemoprotein reductase]l + O2 = (+)-piperitol + [oxidized NADPH-hemoprotein reductase] + 2 H2O [RN:R12153]', '(2) (+)-piperitol + [reduced NADPH-hemoprotein reductase] + O2 = (+)-sesamin + [oxidized NADPH-hemoprotein reductase] + 2 H2O [RN:R12154]']","['(+)-piperitol [CPD:C21954]', '[oxidized NADPH-hemoprotein reductase]', 'H2O [CPD:C00001]', '(+)-sesamin [CPD:C10882]', '(+)-pinoresinol [CPD:C05366]', '[reduced NADPH-hemoprotein reductase]l', 'O2 [CPD:C00007]', '(+)-piperitol [CPD:C21954]', '[reduced NADPH-hemoprotein reductase]']"
219,1.14.19.75,"['(1) 1-hexacosanoyl-2-acyl-[phosphoglycerolipid] + 2 ferrocytochrome b5 + O2 + 2 H+ = 1-[(17Z)-hexacos-17-enoyl]-2-acyl-[phosphoglycerolipid] + 2 ferricytochrome b5 + 2 H2O [RN:R12233]', '(2) 1-tetracosanoyl-2-acyl-[phosphoglycerolipid] + 2 ferrocytochrome b5 + O2 + 2 H+ = 1-[(15Z)-tetracos-15-enoyl]-2-acyl-[phosphoglycerolipid] + 2 ferricytochrome b5 + 2 H2O [RN:R12234]']","['1-[(17Z)-hexacos-17-enoyl]-2-acyl-[phosphoglycerolipid] [CPD:C22018]', 'ferricytochrome b5 [CPD:C00996]', 'H2O [CPD:C00001]', '1-[(15Z)-tetracos-15-enoyl]-2-acyl-[phosphoglycerolipid] [CPD:C22020]', '1-hexacosanoyl-2-acyl-[phosphoglycerolipid] [CPD:C22017]', 'ferrocytochrome b5 [CPD:C00999]', 'O2 [CPD:C00007]', 'H+ [CPD:C00080]', '1-tetracosanoyl-2-acyl-[phosphoglycerolipid] [CPD:C22019]']"
220,1.14.20.4,"['a (2R,3S,4S)-leucoanthocyanidin + 2-oxoglutarate + O2 = an anthocyanidin + succinate + CO2 + 2 H2O (overall reaction) [RN:R11993]', '(1a) a (2R,3S,4S)-leucoanthocyanidin + 2-oxoglutarate + O2 = a (4S)- 2,3-dehydroflavan-3,4-diol + succinate + CO2 + H2O [RN:R11991]', '(1b) a (4S)- 2,3-dehydroflavan-3,4-diol = an anthocyanidin + H2O [RN:R11992]']","['anthocyanidin [CPD:C21381]', 'succinate [CPD:C00042]', 'CO2 [CPD:C00011]', 'H2O [CPD:C00001]', '(4S)- 2,3-dehydroflavan-3,4-diol [CPD:C21832]', '(2R,3S,4S)-leucoanthocyanidin [CPD:C21418]', '2-oxoglutarate [CPD:C00026]', 'O2 [CPD:C00007]', '(4S)- 2,3-dehydroflavan-3,4-diol [CPD:C21832]']"
221,1.14.20.7,"['L-arginine + 2-oxoglutarate + O2 = succinate + CO2 + guanidine + (S)-1-pyrroline-5-carboxylate + H2O (overall reaction) [RN:R09785]', '(1a) L-arginine + 2-oxoglutarate + O2 = succinate + CO2 + 5-hydroxy-L-arginine [RN:R10081]', '(1b) 5-hydroxy-L-arginine = guanidine + (S)-1-pyrroline-5-carboxylate + H2O [RN:R10082]']","['succinate [CPD:C00042]', 'CO2 [CPD:C00011]', 'guanidine [CPD:C17349]', '(S)-1-pyrroline-5-carboxylate [CPD:C03912]', 'H2O [CPD:C00001]', '5-hydroxy-L-arginine [CPD:C20330]', 'L-arginine [CPD:C00062]', '2-oxoglutarate [CPD:C00026]', 'O2 [CPD:C00007]', '5-hydroxy-L-arginine [CPD:C20330]']"
222,1.14.20.14,"['(1) hapalindole U + 2-oxoglutarate + O2 + chloride = hapalindole G + succinate + CO2 + H2O [RN:R12165]', '(2)12-epi-fischerindole U + 2-oxoglutarate + O2 + chloride = 12-epi-fischerindole G + succinate + CO2 + H2O [RN:R12166]']","['hapalindole G [CPD:C21974]', 'succinate [CPD:C00042]', 'CO2 [CPD:C00011]', 'H2O [CPD:C00001]', '12-epi-fischerindole G [CPD:C21975]', 'hapalindole U [CPD:C21973]', '2-oxoglutarate [CPD:C00026]', 'O2 [CPD:C00007]', 'chloride [CPD:C00698]', '12-epi-fischerindole U [CPD:C21840]']"
223,1.14.99.46,"['(1) uracil + FMNH2 + O2 = (Z)-3-ureidoacrylate peracid + FMN [RN:R09936]', '(2) thymine + FMNH2 + O2 = (Z)-2-methylureidoacrylate peracid + FMN [RN:R09937]']","['(Z)-3-ureidoacrylate peracid [CPD:C20231]', 'FMN [CPD:C00061]', '(Z)-2-methylureidoacrylate peracid [CPD:C20232]', 'uracil [CPD:C00106]', 'FMNH2 [CPD:C01847]', 'O2 [CPD:C00007]', 'thymine [CPD:C00178]']"
224,1.14.99.48,"['(1) protoheme + 5 reduced acceptor + 4 O2 = beta-staphylobilin + Fe2+ + formaldehyde + 5 acceptor + 4 H2O [RN:R10468]', '(2) protoheme + 5 reduced acceptor + 4 O2 = delta-staphylobilin + Fe2+ + formaldehyde + 5 acceptor + 4 H2O [RN:R10510]']","['beta-staphylobilin [CPD:C20667]', 'Fe2+ [CPD:C14818]', 'formaldehyde [CPD:C00067]', 'acceptor [CPD:C00028]', 'H2O [CPD:C00001]', 'delta-staphylobilin [CPD:C20666]', 'protoheme [CPD:C00032]', 'reduced acceptor [CPD:C00030]', 'O2 [CPD:C00007]']"
225,1.14.99.57,"['(1) protoheme + 3 reduced acceptor + 3 O2 = mycobilin a + Fe2+ + 3 acceptor + 3 H2O [RN:R11741]', '(2) protoheme + 3 reduced acceptor + 3 O2 = mycobilin b + Fe2+ + 3 acceptor + 3 H2O [RN:R11742]']","['mycobilin a [CPD:C21624]', 'Fe2+ [CPD:C14818]', 'acceptor [CPD:C00028]', 'H2O [CPD:C00001]', 'mycobilin b [CPD:C21625]', 'protoheme [CPD:C00032]', 'reduced acceptor [CPD:C00030]', 'O2 [CPD:C00007]']"
226,1.14.99.58,"['(1) protoheme + 3 reduced acceptor + 3 O2 = biliverdin-IX-delta + CO + Fe2+ + 3 acceptor + 3 H2O [RN:R11816]', '(2) protoheme + 3 reduced acceptor + 3 O2 = biliverdin-IX-beta + CO + Fe2+ + 3 acceptor + 3 H2O [RN:R11817]']","['biliverdin-IX-delta [CPD:C21723]', 'CO [CPD:C00237]', 'Fe2+ [CPD:C14818]', 'acceptor [CPD:C00028]', 'H2O [CPD:C00001]', 'biliverdin-IX-beta [CPD:C21724]', 'protoheme [CPD:C00032]', 'reduced acceptor [CPD:C00030]', 'O2 [CPD:C00007]']"
227,1.14.99.63,"['(1) beta-carotene + 2 reduced acceptor + 2 O2 = echinenone + 2 acceptor + 3 H2O [RN:R05345]', '(2) echinenone + 2 reduced acceptor + 2 O2 = canthaxanthin + 2 acceptor + 3 H2O [RN:R07563]']","['echinenone [CPD:C08592]', 'acceptor [CPD:C00028]', 'H2O [CPD:C00001]', 'canthaxanthin [CPD:C08583]', 'beta-carotene [CPD:C02094]', 'reduced acceptor [CPD:C00030]', 'O2 [CPD:C00007]', 'echinenone [CPD:C08592]']"
228,1.14.99.64,"['(1) zeaxanthin + 2 reduced acceptor + 2 O2 = adonixanthin + 2 acceptor + 3 H2O [RN:R07571]', ""(2) adonixanthin + 2 reduced acceptor + 2 O2 = (3S,3'S)-astaxanthin + 2 acceptor + 3 H2O [RN:R07573]""]","['adonixanthin [CPD:C15968]', 'acceptor [CPD:C00028]', 'H2O [CPD:C00001]', ""(3S,3'S)-astaxanthin [CPD:C08580]"", 'zeaxanthin [CPD:C06098]', 'reduced acceptor [CPD:C00030]', 'O2 [CPD:C00007]', 'adonixanthin [CPD:C15968]']"
229,1.16.3.2,"['4 Fe(II) + O2 + 6 H2O = 4 [FeO(OH)] + 8 H+ (overall reaction)', '(1a) 2 Fe(II) + O2 + 4 H2O = 2 [FeO(OH)] + 4 H+ + H2O2', '(1b) 2 Fe(II) + H2O2 + 2 H2O = 2 [FeO(OH)] + 4 H+']","['[FeO(OH)]', 'H+ [CPD:C00080]', 'H2O2 [CPD:C00027]', 'Fe(II) [CPD:C14818]', 'O2 [CPD:C00007]', 'H2O [CPD:C00001]', 'H2O2 [CPD:C00027]']"
230,1.16.3.3,"['4 Mn2+ + 2 O2 + 4 H2O = 4 MnIVO2 + 8 H+ (overall reaction) [RN:R11880]', '(1a) 4 Mn2+ + O2 + 4 H+ = 4 Mn3+ + 2 H2O [RN:R11881]', '(1b) 4 Mn3+ + O2 + 6 H2O = 4 MnIVO2 + 12 H+ [RN:R11882]']","['MnIVO2', 'H+ [CPD:C00080]', 'Mn3+ [CPD:C19611]', 'H2O [CPD:C00001]', 'Mn2+ [CPD:C19610]', 'O2 [CPD:C00007]', 'H2O [CPD:C00001]', 'H+ [CPD:C00080]', 'Mn3+ [CPD:C19611]']"
231,1.17.3.4,"['2 juglone + O2 = 2 3,5-dihydroxy-1,4-naphthoquinone (overall reaction) [RN:R04327]', '(1a) 2 juglone + 2 H2O = 2 naphthalene-1,2,4,8-tetrol [RN:R11495]', '(1b) 2 naphthalene-1,2,4,8-tetrol + O2 = 2 3,5-dihydroxy-1,4-naphthoquinone + 2 H2O [RN:R11496]']","['3,5-dihydroxy-1,4-naphthoquinone [CPD:C04110]', 'naphthalene-1,2,4,8-tetrol [CPD:C21414]', 'H2O [CPD:C00001]', 'juglone [CPD:C03840]', 'O2 [CPD:C00007]', 'H2O [CPD:C00001]', 'naphthalene-1,2,4,8-tetrol [CPD:C21414]']"
232,1.17.4.4,"['(1) phylloquinone + a protein with a disulfide bond + H2O = 2,3-epoxyphylloquinone + a protein with reduced L-cysteine residues [RN:R03511]', '(2) phylloquinol + a protein with a disulfide bond = phylloquinone + a protein with reduced L-cysteine residues']","['2,3-epoxyphylloquinone [CPD:C05849]', 'protein with reduced L-cysteine residues', 'phylloquinone [CPD:C02059]', 'phylloquinone [CPD:C02059]', 'protein with a disulfide bond', 'H2O [CPD:C00001]', 'phylloquinol [CPD:C03313]']"
233,1.17.7.4,"['(1) isopentenyl diphosphate + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O = (E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ [RN:R05884]', '(2) dimethylallyl diphosphate + 2 oxidized ferredoxin [iron-sulfur] cluster + H2O = (E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H+ [RN:R08210]']","['(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate [CPD:C11811]', 'reduced ferredoxin [iron-sulfur] cluster [CPD:C00138]', 'H+ [CPD:C00080]', 'isopentenyl diphosphate [CPD:C00129]', 'oxidized ferredoxin [iron-sulfur] cluster [CPD:C00139]', 'H2O [CPD:C00001]', 'dimethylallyl diphosphate [CPD:C00235]']"
234,1.17.9.1,"['4-methylphenol + 4 oxidized azurin + H2O = 4-hydroxybenzaldehyde + 4 reduced azurin + 4 H+ (overall reaction) [RN:R02675]', '(1a) 4-methylphenol + 2 oxidized azurin + H2O = 4-hydroxybenzyl alcohol + 2 reduced azurin + 2 H+ [RN:R12133]', '(1b) 4-hydroxybenzyl alcohol + 2 oxidized azurin = 4-hydroxybenzaldehyde + 2 reduced azurin + 2 H+ [RN:R12134]']","['4-hydroxybenzaldehyde [CPD:C00633]', 'reduced azurin [CPD:C05358]', 'H+ [CPD:C00080]', '4-hydroxybenzyl alcohol [CPD:C17467]', '4-methylphenol [CPD:C01468]', 'oxidized azurin [CPD:C05357]', 'H2O [CPD:C00001]', '4-hydroxybenzyl alcohol [CPD:C17467]']"
235,1.17.98.2,"[""2 S-adenosyl-L-methionine + a bacteriochlorophyllide c + H2O = a bacteriochlorophyllide e + 2 5'-deoxyadenosine + 2 L-methionine (overall reaction) [RN:R11710]"", ""(1a) S-adenosyl-L-methionine + a bacteriochlorophyllide c + H2O = a 7-(hydroxymethyl)bacteriochlorophyllide c + 5'-deoxyadenosine + L-methionine [RN:R11484]"", ""(1b) S-adenosyl-L-methionine + a 7-(hydroxymethyl)bacteriochlorophyllide c + H2O = a 7-(dihydroxymethyl)bacteriochlorophyllide c + 5'-deoxyadenosine + L-methionine [RN:R10437]"", '(1c) a 7-(dihydroxymethyl)bacteriochlorophyllide c = a bacteriochlorophyllide e + H2O (spontaneous) [RN:R11709]']","['bacteriochlorophyllide e [CPD:C21582]', ""5'-deoxyadenosine [CPD:C05198]"", 'L-methionine [CPD:C00073]', '7-(hydroxymethyl)bacteriochlorophyllide c [CPD:C21407]', '7-(dihydroxymethyl)bacteriochlorophyllide c [CPD:C20650]', 'H2O [CPD:C00001]', 'S-adenosyl-L-methionine [CPD:C00019]', 'bacteriochlorophyllide c [CPD:C18161]', 'H2O [CPD:C00001]', '7-(hydroxymethyl)bacteriochlorophyllide c [CPD:C21407]', '7-(dihydroxymethyl)bacteriochlorophyllide c [CPD:C20650]']"
236,1.17.99.4,"['(1) uracil + H2O + acceptor = barbiturate + reduced acceptor [RN:R00976]', '(2) thymine + H2O + acceptor = 5-methylbarbiturate + reduced acceptor [RN:R01413]']","['barbiturate [CPD:C00813]', 'reduced acceptor [CPD:C00030]', '5-methylbarbiturate [CPD:C05281]', 'uracil [CPD:C00106]', 'H2O [CPD:C00001]', 'acceptor [CPD:C00028]', 'thymine [CPD:C00178]']"
237,1.18.1.3,"['(1) 2 reduced [2Fe-2S] ferredoxin + NAD+ + H+ = 2 oxidized [2Fe-2S] ferredoxin + NADH [RN:R05875]', '(2) reduced 2[4Fe-4S] ferredoxin + NAD+ + H+ = oxidized 2[4Fe-4S] ferredoxin + NADH']","['oxidized [2Fe-2S] ferredoxin', 'NADH [CPD:C00004]', 'oxidized 2[4Fe-4S] ferredoxin', 'reduced [2Fe-2S] ferredoxin', 'NAD+ [CPD:C00003]', 'H+ [CPD:C00080]', 'reduced 2[4Fe-4S] ferredoxin']"
238,1.21.1.1,"['L-tyrosine + 2 NADP+ + 2 iodide = 3,5-diiodo-L-tyrosine + 2 NADPH + 2 H+ (overall reaction) [RN:R10059]', '(1a) L-tyrosine + NADP+ + iodide = 3-iodo-L-tyrosine + NADPH + H+ [RN:R09521]', '(1b) 3-iodo-L-tyrosine + NADP+ + iodide = 3,5-diiodo-L-tyrosine + NADPH + H+ [RN:R09522]']","['3,5-diiodo-L-tyrosine [CPD:C01060]', 'NADPH [CPD:C00005]', 'H+ [CPD:C00080]', '3-iodo-L-tyrosine [CPD:C02515]', 'L-tyrosine [CPD:C00082]', 'NADP+ [CPD:C00006]', 'iodide [CPD:C00708]', '3-iodo-L-tyrosine [CPD:C02515]']"
239,1.21.3.6,"[""(1) 2',4,4',6'-tetrahydroxychalcone 4'-O-beta-D-glucoside + O2 = aureusidin 6-O-beta-D-glucoside + H2O [RN:R08008]"", ""(2) 2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + 1/2 O2 = aureusidin 6-O-beta-D-glucoside + H2O [RN:R08010]"", ""(3) 2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside + O2 = bracteatin 6-O-beta-D-glucoside + H2O [RN:R08009]""]","['aureusidin 6-O-beta-D-glucoside [CPD:C16409]', 'H2O [CPD:C00001]', 'bracteatin 6-O-beta-D-glucoside [CPD:C16410]', ""2',4,4',6'-tetrahydroxychalcone 4'-O-beta-D-glucoside [CPD:C16407]"", 'O2 [CPD:C00007]', ""2',3,4,4',6'-pentahydroxychalcone 4'-O-beta-D-glucoside [CPD:C16408]""]"
240,1.21.4.5,"['(1) 2,6-dichlorohydroquinone + Cl- + glutathione disulfide = 2,3,6-trichlorohydroquinone + 2 glutathione [RN:R05403]', '(2) 2,3,6-trichlorohydroquinone + Cl- + glutathione disulfide = 2,3,5,6-tetrachlorohydroquinone + 2 glutathione [RN:R05402]']","['2,3,6-trichlorohydroquinone [CPD:C07099]', 'glutathione [CPD:C00051]', '2,3,5,6-tetrachlorohydroquinone [CPD:C03434]', '2,6-dichlorohydroquinone [CPD:C07097]', 'Cl- [CPD:C00698]', 'glutathione disulfide [CPD:C00127]', '2,3,6-trichlorohydroquinone [CPD:C07099]']"
241,1.21.98.3,"[""magnesium-protoporphyrin IX 13-monomethyl ester + 3 S-adenosyl-L-methionine + H2O = 3,8-divinyl protochlorophyllide a + 3 5'-deoxyadenosine + 3 L-methionine (overall reaction) [RN:R11494]"", ""(1a) magnesium-protoporphyrin IX 13-monomethyl ester + S-adenosyl-L-methionine + H2O = 131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + 5'-deoxyadenosine + L-methionine [RN:R06268]"", ""(1b) 131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + S-adenosyl-L-methionine = 131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester + 5'-deoxyadenosine + L-methionine [RN:R06269]"", ""(1c) 131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester + S-adenosyl-L-methionine = 3,8-divinyl protochlorophyllide a + 5'-deoxyadenosine + L-methionine [RN:R06270]""]","['3,8-divinyl protochlorophyllide a [CPD:C11831]', ""5'-deoxyadenosine [CPD:C05198]"", 'L-methionine [CPD:C00073]', '131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester', '131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester', 'magnesium-protoporphyrin IX 13-monomethyl ester [CPD:C04536]', 'S-adenosyl-L-methionine [CPD:C00019]', 'H2O [CPD:C00001]', '131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester', '131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester']"
242,1.23.5.1,"['violaxanthin + 2 L-ascorbate = zeaxanthin + 2 L-dehydroascorbate + 2 H2O (overall reaction) [RN:R10055]', '(1a) violaxanthin + L-ascorbate = antheraxanthin + L-dehydroascorbate + H2O [RN:R07178]', '(1b) antheraxanthin + L-ascorbate = zeaxanthin + L-dehydroascorbate + H2O [RN:R07179]']","['zeaxanthin [CPD:C06098]', 'L-dehydroascorbate [CPD:C05422]', 'H2O [CPD:C00001]', 'antheraxanthin [CPD:C08579]', 'violaxanthin [CPD:C08614]', 'L-ascorbate [CPD:C00072]', 'antheraxanthin [CPD:C08579]']"
243,2.1.1.44,"['3 S-adenosyl-L-methionine + L-histidine = 3 S-adenosyl-L-homocysteine + hercynine (overall reaction) [RN:R01169]', '(1a) S-adenosyl-L-methionine + L-histidine = S-adenosyl-L-homocysteine + Nalpha-methyl-L-histidine [RN:R10523]', '(1b) S-adenosyl-L-methionine + Nalpha-methyl-L-histidine = S-adenosyl-L-homocysteine + Nalpha,Nalpha-dimethyl-L-histidine [RN:R10524]', '(1c) S-adenosyl-L-methionine + Nalpha,Nalpha-dimethyl-L-histidine = S-adenosyl-L-homocysteine + hercynine [RN:R04436]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'hercynine [CPD:C05575]', 'Nalpha-methyl-L-histidine', 'Nalpha,Nalpha-dimethyl-L-histidine [CPD:C04259]', 'S-adenosyl-L-methionine [CPD:C00019]', 'L-histidine [CPD:C00135]', 'Nalpha-methyl-L-histidine', 'Nalpha,Nalpha-dimethyl-L-histidine [CPD:C04259]']"
244,2.1.1.63,"['(1) DNA (containing 6-O-methylguanine) + protein L-cysteine = DNA (without 6-O-methylguanine) + protein S-methyl-L-cysteine [RN:R04314]', '(2) DNA (containing 4-O-methylthymine) + protein L-cysteine = DNA (without 4-O-methylthymine) + protein S-methyl-L-cysteine']","['DNA [CPD:C00039]', 'protein S-methyl-L-cysteine [CPD:C03800]', 'DNA containing 6-O-methylguanine [CPD:C04250]', 'protein L-cysteine [CPD:C02743]', 'DNA [CPD:C00039]']"
245,2.1.1.69,"['(1) S-adenosyl-L-methionine + a 5-hydroxyfurocoumarin = S-adenosyl-L-homocysteine + a 5-methoxyfurocoumarin (general reaction)', '(2) S-adenosyl-L-methionine + bergaptol = S-adenosyl-L-homocysteine + bergapten [RN:R02882]']","['S-adenosyl-L-homocysteine [CPD:C00021]', '5-methoxyfurocoumarin', 'bergapten [CPD:C01557]', 'S-adenosyl-L-methionine [CPD:C00019]', '5-hydroxyfurocoumarin', 'bergaptol [CPD:C00758]']"
246,2.1.1.70,"['(1) S-adenosyl-L-methionine + an 8-hydroxyfurocoumarin = S-adenosyl-L-homocysteine + an 8-methoxyfurocoumarin (general reaction) [RN:R02982]', '(2) S-adenosyl-L-methionine + xanthotoxol = S-adenosyl-L-homocysteine + xanthotoxin']","['S-adenosyl-L-homocysteine [CPD:C00021]', '8-methoxyfurocoumarin', 'xanthotoxin [CPD:C01864]', 'S-adenosyl-L-methionine [CPD:C00019]', '8-hydroxyfurocoumarin', 'xanthotoxol [CPD:C00841]']"
247,2.1.1.95,"['(1) S-adenosyl-L-methionine + gamma-tocopherol = S-adenosyl-L-homocysteine + alpha-tocopherol  [RN:R07236]', '(2) S-adenosyl-L-methionine + delta-tocopherol = S-adenosyl-L-homocysteine + beta-tocopherol  [RN:R07504]', '(3) S-adenosyl-L-methionine + gamma-tocotrienol = S-adenosyl-L-homocysteine + alpha-tocotrienol  [RN:R10491]', '(4) S-adenosyl-L-methionine + delta-tocotrienol = S-adenosyl-L-homocysteine + beta-tocotrienol [RN:R10492]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'alpha-tocopherol [CPD:C02477]', 'beta-tocopherol [CPD:C14152]', 'alpha-tocotrienol [CPD:C14153]', 'beta-tocotrienol [CPD:C14154]', 'S-adenosyl-L-methionine [CPD:C00019]', 'gamma-tocopherol [CPD:C02483]', 'delta-tocopherol [CPD:C14151]', 'gamma-tocotrienol [CPD:C14155]', 'delta-tocotrienol [CPD:C14156]']"
248,2.1.1.98,"['3 S-adenosyl-L-methionine + 2-[(3S)-3-carboxy-3-aminopropyl]-L-histidine-[translation elongation factor 2] = 3 S-adenosyl-L-homocysteine + diphthine-[translation elongation factor 2] (overall reaction) [RN:R10306]', '(1a) S-adenosyl-L-methionine + 2-[(3S)-3-carboxy-3-aminopropyl]-L-histidine-[translation elongation factor 2] = S-adenosyl-L-homocysteine + 2-[(3S)-3-carboxy-3-(methylamino)propyl]-L-histidine-[translation elongation factor 2] [RN:R04481]', '(1b) S-adenosyl-L-methionine + 2-[(3S)-3-carboxy-3-(methylamino)propyl]-L-histidine-[translation elongation factor 2] = S-adenosyl-L-homocysteine + 2-[(3S)-3-carboxy-3-(dimethylamino)propyl]-L-histidine-[translation elongation factor 2] [RN:R08468]', '(1c) S-adenosyl-L-methionine + 2-[(3S)-3-carboxy-3-(dimethylamino)propyl]-L-histidine-[translation elongation factor 2] = S-adenosyl-L-homocysteine + diphthine-[translation elongation factor 2] [RN:R08469]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'diphthine-[translation elongation factor 2] [CPD:C01573]', '2-[(3S)-3-carboxy-3-(methylamino)propyl]-L-histidine-[translation elongation factor 2] [CPD:C04692]', '2-[(3S)-3-carboxy-3-(dimethylamino)propyl]-L-histidine-[translation elongation factor 2] [CPD:C16720]', 'S-adenosyl-L-methionine [CPD:C00019]', '2-[(3S)-3-carboxy-3-aminopropyl]-L-histidine-[translation elongation factor 2] [CPD:C04441]', '2-[(3S)-3-carboxy-3-(methylamino)propyl]-L-histidine-[translation elongation factor 2] [CPD:C04692]', '2-[(3S)-3-carboxy-3-(dimethylamino)propyl]-L-histidine-[translation elongation factor 2] [CPD:C16720]']"
249,2.1.1.107,"['2 S-adenosyl-L-methionine + uroporphyrinogen III = 2 S-adenosyl-L-homocysteine + precorrin-2 (overall reaction) [RN:R03194]', '(1a) S-adenosyl-L-methionine + uroporphyrinogen III = S-adenosyl-L-homocysteine + precorrin-1 [RN:R07237]', '(1b) S-adenosyl-L-methionine + precorrin-1 = S-adenosyl-L-homocysteine + precorrin-2 [RN:R07238]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'precorrin 2 [CPD:C02463]', 'precorrin 1 [CPD:C15527]', 'S-adenosyl-L-methionine [CPD:C00019]', 'uroporphyrinogen III [CPD:C01051]', 'precorrin 1 [CPD:C15527]']"
250,2.1.1.110,"['(1) S-adenosyl-L-methionine + sterigmatocystin = S-adenosyl-L-homocysteine + 8-O-methylsterigmatocystin [RN:R03111]', '(2) S-adenosyl-L-methionine + dihydrosterigmatocystin = S-adenosyl-L-homocysteine + 8-O-methyldihydrosterigmatocystin [RN:R10307]']","['S-adenosyl-L-homocysteine [CPD:C00021]', '8-O-methylsterigmatocystin [CPD:C03686]', '8-O-methyldihydrosterigmatocystin [CPD:C03944]', 'S-adenosyl-L-methionine [CPD:C00019]', 'sterigmatocystin [CPD:C00961]', 'dihydrosterigmatocystin [CPD:C20445]']"
251,2.1.1.132,"['2 S-adenosyl-L-methionine + precorrin-6B = 2 S-adenosyl-L-homocysteine + precorrin-8X + CO2 (overall reaction) [RN:R05149]', '(1a) S-adenosyl-L-methionine + precorrin-6B = S-adenosyl-L-homocysteine + precorrin-7 + CO2', '(1b) S-adenosyl-L-methionine + precorrin-7 = S-adenosyl-L-homocysteine + precorrin-8X']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'precorrin-8X [CPD:C06408]', 'CO2 [CPD:C00011]', 'precorrin-7', 'S-adenosyl-L-methionine [CPD:C00019]', 'precorrin 6B [CPD:C06319]', 'precorrin-7']"
252,2.1.1.137,"['(1) S-adenosyl-L-methionine + arsenite = S-adenosyl-L-homocysteine + methylarsonate [RN:R05755]', '(2) S-adenosyl-L-methionine + methylarsonite = S-adenosyl-L-homocysteine + dimethylarsinate [RN:R05756]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'methylarsonate [CPD:C07294]', 'dimethylarsinate [CPD:C07308]', 'S-adenosyl-L-methionine [CPD:C00019]', 'arsenite [CPD:C06697]', 'methylarsonite [CPD:C07295]']"
253,2.1.1.156,"['2 S-adenosyl-L-methionine + glycine = 2 S-adenosyl-L-homocysteine + N,N-dimethylglycine (overall reaction) [RN:R10060]', '(1a) S-adenosyl-L-methionine + glycine = S-adenosyl-L-homocysteine + sarcosine [RN:R00367]', '(1b) S-adenosyl-L-methionine + sarcosine = S-adenosyl-L-homocysteine + N,N-dimethylglycine [RN:R07243]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'N,N-dimethylglycine [CPD:C01026]', 'sarcosine [CPD:C00213]', 'S-adenosyl-L-methionine [CPD:C00019]', 'glycine [CPD:C00037]', 'sarcosine [CPD:C00213]']"
254,2.1.1.157,"['2 S-adenosyl-L-methionine + sarcosine = 2 S-adenosyl-L-homocysteine + betaine (overall reaction) [RN:R10061]', '(1a) S-adenosyl-L-methionine + sarcosine = S-adenosyl-L-homocysteine + N,N-dimethylglycine [RN:R07243]', '(1b) S-adenosyl-L-methionine + N,N-dimethylglycine = S-adenosyl-L-homocysteine + betaine [RN:R07244]']","['S-adenosyl-L-homocysteine [CPD:C00021]', 'betaine [CPD:C00719]', 'N,N-dimethylglycine [CPD:C01026]', 'S-adenosyl-L-methionine [CPD:C00019]', 'sarcosine [CPD:C00213]', 'N,N-dimethylglycine [CPD:C01026]']"
255,2.1.1.160,"['(1) S-adenosyl-L-methionine + 3,7-dimethylxanthine = S-adenosyl-L-homocysteine + 1,3,7-trimethylxanthine [RN:R07920]', '(2) S-adenosyl-L-methionine + 1,7-dimethylxanthine = S-adenosyl-L-homocysteine + 1,3,7-trimethylxanthine [RN:R07921]', '(3) S-adenosyl-L-methionine + 7-methylxanthine = S-adenosyl-L-homocysteine + 3,7-dimethylxanthine [RN:R07919]']","['S-adenosyl-L-homocysteine [CPD:C00021]', '1,3,7-trimethylxanthine [CPD:C07481]', '3,7-dimethylxanthine [CPD:C07480]', 'S-adenosyl-L-methionine [CPD:C00019]', '3,7-dimethylxanthine [CPD:C07480]', '1,7-dimethylxanthine [CPD:C13747]', '7-methylxanthine [CPD:C16353]']"
