,ec_number,enzyme_name,product_cpd,dblinks,product_formula,product_mass,product_name,pubchem_id
750,1.14.11.44,"['(R)-dichlorprop dioxygenase (2-oxoglutarate)', 'RdpA', 'alpha-ketoglutarate-dependent (R)-dichlorprop dioxygenase', '(R)-phenoxypropionate/alpha-ketoglutarate-dioxygenase', '2-oxoglutarate-dependent (R)-dichlorprop dioxygenase', '(R)-mecoprop dioxygenase', '2-oxoglutarate-dependent (R)-mecoprop dioxygenase']",C03359,"[('CAS', ['1570-64-5']), ('PubChem', ['6197']), ('ChEBI', ['1800']), ('ChEMBL', ['CHEMBL194121']), ('NIKKAJI', ['J33.994F'])]",C7H7ClO,,['4-Chloro-2-methylphenol'],6197
751,1.14.11.43,"['(S)-dichlorprop dioxygenase (2-oxoglutarate)', 'SdpA', 'alpha-ketoglutarate-dependent (S)-dichlorprop dioxygenase', '(S)-phenoxypropionate/alpha-ketoglutarate-dioxygenase', '2-oxoglutarate-dependent (S)-dichlorprop dioxygenase', '(S)-mecoprop dioxygenase', '2-oxoglutarate-dependent (S)-mecoprop dioxygenase']",C02625,"[('CAS', ['120-83-2']), ('PubChem', ['5607']), ('ChEBI', ['16738']), ('ChEMBL', ['CHEMBL1143']), ('PDB-CCD', ['5JC']), ('NIKKAJI', ['J2.005B'])]",C6H4Cl2O,,"['2,4-Dichlorophenol']",5607
752,1.14.11.44,"['(R)-dichlorprop dioxygenase (2-oxoglutarate)', 'RdpA', 'alpha-ketoglutarate-dependent (R)-dichlorprop dioxygenase', '(R)-phenoxypropionate/alpha-ketoglutarate-dioxygenase', '2-oxoglutarate-dependent (R)-dichlorprop dioxygenase', '(R)-mecoprop dioxygenase', '2-oxoglutarate-dependent (R)-mecoprop dioxygenase']",C02625,"[('CAS', ['120-83-2']), ('PubChem', ['5607']), ('ChEBI', ['16738']), ('ChEMBL', ['CHEMBL1143']), ('PDB-CCD', ['5JC']), ('NIKKAJI', ['J2.005B'])]",C6H4Cl2O,,"['2,4-Dichlorophenol']",5607
753,1.14.12.19,"['3-phenylpropanoate dioxygenase', 'HcaA1A2CD', 'Hca dioxygenase', '3-phenylpropionate dioxygenase']",C11588,"[('PubChem', ['13753']), ('ChEBI', ['10472']), ('3DMET', ['B04275']), ('NIKKAJI', ['J2.775.230F'])]",C9H12O4,,"['cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol', 'cis-3-(2-Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol', '3-(cis-5,6-Dihydroxycyclohexa-1,3-dien-1-yl)propanoate']",13753
754,1.14.13.39,"['nitric-oxide synthase (NADPH)', 'NOS (gene name)', 'nitric oxide synthetase (ambiguous)', 'endothelium-derived relaxation factor-forming enzyme', 'endothelium-derived relaxing factor synthase', 'NO synthase (ambiguous)', 'NADPH-diaphorase (ambiguous)']",C00327,"[('CAS', ['372-75-8']), ('PubChem', ['3621']), ('ChEBI', ['16349']), ('ChEMBL', ['CHEMBL444814']), ('KNApSAcK', ['C00001348']), ('PDB-CCD', ['CIR']), ('3DMET', ['B01217']), ('NIKKAJI', ['J5.711H'])]",C6H13N3O3,,"['L-Citrulline', '2-Amino-5-ureidovaleric acid', 'Citrulline']",3621
755,1.14.14.47,"['nitric-oxide synthase (flavodoxin)', 'nitric oxide synthetase (ambiguous)', 'NO synthase (ambiguous)']",C00327,"[('CAS', ['372-75-8']), ('PubChem', ['3621']), ('ChEBI', ['16349']), ('ChEMBL', ['CHEMBL444814']), ('KNApSAcK', ['C00001348']), ('PDB-CCD', ['CIR']), ('3DMET', ['B01217']), ('NIKKAJI', ['J5.711H'])]",C6H13N3O3,,"['L-Citrulline', '2-Amino-5-ureidovaleric acid', 'Citrulline']",3621
756,1.14.13.50,"['pentachlorophenol monooxygenase', 'pcpB (gene name)', 'pentachlorophenol dechlorinase', 'pentachlorophenol dehalogenase', 'pentachlorophenol 4-monooxygenase', 'PCP hydroxylase', 'pentachlorophenol hydroxylase', 'PCB 4-monooxygenase', 'PCB4MO']",C18933,"[('CAS', ['118-75-2']), ('PubChem', ['124489605']), ('ChEBI', ['36703']), ('ChEMBL', ['CHEMBL192627'])]",C6Cl4O2,,"['Chloranil', 'p-Chloranil', '2,3,5,6-Tetrachloro-1,4-benzoquinone']",124489605
757,1.14.13.50,"['pentachlorophenol monooxygenase', 'pcpB (gene name)', 'pentachlorophenol dechlorinase', 'pentachlorophenol dehalogenase', 'pentachlorophenol 4-monooxygenase', 'PCP hydroxylase', 'pentachlorophenol hydroxylase', 'PCB 4-monooxygenase', 'PCB4MO']",C00698,"[('CAS', ['16887-00-6']), ('PubChem', ['3966']), ('ChEBI', ['17996']), ('ChEMBL', ['CHEMBL19429']), ('PDB-CCD', ['CL']), ('NIKKAJI', ['J202.845J'])]",Cl,,"['Cl-', 'Chloride', 'Chloride ion']",3966
758,4.5.1.2,"['3-chloro-D-alanine dehydrochlorinase', 'beta-chloro-D-alanine dehydrochlorinase', '3-chloro-D-alanine chloride-lyase (deaminating)']",C00698,"[('CAS', ['16887-00-6']), ('PubChem', ['3966']), ('ChEBI', ['17996']), ('ChEMBL', ['CHEMBL19429']), ('PDB-CCD', ['CL']), ('NIKKAJI', ['J202.845J'])]",Cl,,"['Cl-', 'Chloride', 'Chloride ion']",3966
759,1.14.13.50,"['pentachlorophenol monooxygenase', 'pcpB (gene name)', 'pentachlorophenol dechlorinase', 'pentachlorophenol dehalogenase', 'pentachlorophenol 4-monooxygenase', 'PCP hydroxylase', 'pentachlorophenol hydroxylase', 'PCB 4-monooxygenase', 'PCB4MO']",C03434,"[('CAS', ['87-87-6']), ('PubChem', ['6261']), ('ChEBI', ['17042']), ('ChEMBL', ['CHEMBL2074639']), ('KNApSAcK', ['C00007485']), ('3DMET', ['B00583']), ('NIKKAJI', ['J54.019F'])]",C6H2Cl4O2,,"['Tetrachlorohydroquinone', '2,3,5,6-Tetrachlorohydroquinone']",6261
760,1.21.4.5,"['tetrachlorohydroquinone reductive dehalogenase', 'pcpC (gene name)']",C03434,"[('CAS', ['87-87-6']), ('PubChem', ['6261']), ('ChEBI', ['17042']), ('ChEMBL', ['CHEMBL2074639']), ('KNApSAcK', ['C00007485']), ('3DMET', ['B00583']), ('NIKKAJI', ['J54.019F'])]",C6H2Cl4O2,,"['Tetrachlorohydroquinone', '2,3,5,6-Tetrachlorohydroquinone']",6261
761,1.14.13.54,"['ketosteroid monooxygenase', 'steroid-ketone monooxygenase', 'progesterone, NADPH2:oxygen oxidoreductase (20-hydroxylating, ester-producing)', '17alpha-hydroxyprogesterone, NADPH2:oxygen oxidoreductase (20-hydroxylating, side-chain cleaving)', 'androstenedione, NADPH2:oxygen oxidoreductase (17-hydroxylating, lactonizing)']",C15506,"[('PubChem', ['17396498']), ('ChEBI', ['47880'])]",,,['Steroid ester'],17396498
762,1.14.13.54,"['ketosteroid monooxygenase', 'steroid-ketone monooxygenase', 'progesterone, NADPH2:oxygen oxidoreductase (20-hydroxylating, ester-producing)', '17alpha-hydroxyprogesterone, NADPH2:oxygen oxidoreductase (20-hydroxylating, side-chain cleaving)', 'androstenedione, NADPH2:oxygen oxidoreductase (17-hydroxylating, lactonizing)']",C15507,"[('PubChem', ['17396499']), ('ChEBI', ['26766'])]",,,['Steroid lactone'],17396499
763,1.14.13.54,"['ketosteroid monooxygenase', 'steroid-ketone monooxygenase', 'progesterone, NADPH2:oxygen oxidoreductase (20-hydroxylating, ester-producing)', '17alpha-hydroxyprogesterone, NADPH2:oxygen oxidoreductase (20-hydroxylating, side-chain cleaving)', 'androstenedione, NADPH2:oxygen oxidoreductase (17-hydroxylating, lactonizing)']",C03027,"[('CAS', ['1045-69-8']), ('PubChem', ['5932']), ('ChEBI', ['16524']), ('ChEMBL', ['CHEMBL488762']), ('LIPIDMAPS', ['LMST02020057']), ('3DMET', ['B01621']), ('NIKKAJI', ['J38.390B'])]",C21H30O3,,['Testosterone acetate'],5932
764,1.14.13.54,"['ketosteroid monooxygenase', 'steroid-ketone monooxygenase', 'progesterone, NADPH2:oxygen oxidoreductase (20-hydroxylating, ester-producing)', '17alpha-hydroxyprogesterone, NADPH2:oxygen oxidoreductase (20-hydroxylating, side-chain cleaving)', 'androstenedione, NADPH2:oxygen oxidoreductase (17-hydroxylating, lactonizing)']",C04676,"[('CAS', ['4416-57-3']), ('PubChem', ['7257']), ('ChEBI', ['18084']), ('LIPIDMAPS', ['LMST02020061']), ('3DMET', ['B01773']), ('NIKKAJI', ['J39.509I'])]",C19H26O3,,"['Testololactone', '3-Oxo-13,17-secoandrost-4-ene-17,13alpha-lactone']",7257
765,1.14.13.54,"['ketosteroid monooxygenase', 'steroid-ketone monooxygenase', 'progesterone, NADPH2:oxygen oxidoreductase (20-hydroxylating, ester-producing)', '17alpha-hydroxyprogesterone, NADPH2:oxygen oxidoreductase (20-hydroxylating, side-chain cleaving)', 'androstenedione, NADPH2:oxygen oxidoreductase (17-hydroxylating, lactonizing)']",C00280,"[('CAS', ['63-05-8']), ('PubChem', ['3575']), ('ChEBI', ['16422']), ('ChEMBL', ['CHEMBL2140059', 'CHEMBL274826']), ('LIPIDMAPS', ['LMST02020007']), ('LipidBank', ['SST0028']), ('KNApSAcK', ['C00003644']), ('PDB-CCD', ['ASD']), ('3DMET', ['B01205']), ('NIKKAJI', ['J38.388K'])]",C19H26O2,,"['Androstenedione', 'Androst-4-ene-3,17-dione', '4-Androstene-3,17-dione']",3575
766,1.14.14.32,"['17alpha-hydroxyprogesterone deacetylase', 'C-17/C-20 lyase', '17alpha-hydroxyprogesterone acetaldehyde-lyase', 'CYP17', 'CYP17A1 (gene name)', '17alpha-hydroxyprogesterone 17,20-lyase']",C00280,"[('CAS', ['63-05-8']), ('PubChem', ['3575']), ('ChEBI', ['16422']), ('ChEMBL', ['CHEMBL2140059', 'CHEMBL274826']), ('LIPIDMAPS', ['LMST02020007']), ('LipidBank', ['SST0028']), ('KNApSAcK', ['C00003644']), ('PDB-CCD', ['ASD']), ('3DMET', ['B01205']), ('NIKKAJI', ['J38.388K'])]",C19H26O2,,"['Androstenedione', 'Androst-4-ene-3,17-dione', '4-Androstene-3,17-dione']",3575
767,1.14.13.54,"['ketosteroid monooxygenase', 'steroid-ketone monooxygenase', 'progesterone, NADPH2:oxygen oxidoreductase (20-hydroxylating, ester-producing)', '17alpha-hydroxyprogesterone, NADPH2:oxygen oxidoreductase (20-hydroxylating, side-chain cleaving)', 'androstenedione, NADPH2:oxygen oxidoreductase (17-hydroxylating, lactonizing)']",C00033,"[('CAS', ['64-19-7']), ('PubChem', ['3335']), ('ChEBI', ['15366', '30089']), ('ChEMBL', ['CHEMBL539']), ('LIPIDMAPS', ['LMFA01010002']), ('LipidBank', ['DFA0002']), ('KNApSAcK', ['C00001176']), ('PDB-CCD', ['ACT', 'ACY']), ('3DMET', ['B00009']), ('NIKKAJI', ['J2.355H'])]",C2H4O2,,"['Acetate', 'Acetic acid', 'Ethanoic acid']",3335
768,1.14.14.32,"['17alpha-hydroxyprogesterone deacetylase', 'C-17/C-20 lyase', '17alpha-hydroxyprogesterone acetaldehyde-lyase', 'CYP17', 'CYP17A1 (gene name)', '17alpha-hydroxyprogesterone 17,20-lyase']",C00033,"[('CAS', ['64-19-7']), ('PubChem', ['3335']), ('ChEBI', ['15366', '30089']), ('ChEMBL', ['CHEMBL539']), ('LIPIDMAPS', ['LMFA01010002']), ('LipidBank', ['DFA0002']), ('KNApSAcK', ['C00001176']), ('PDB-CCD', ['ACT', 'ACY']), ('3DMET', ['B00009']), ('NIKKAJI', ['J2.355H'])]",C2H4O2,,"['Acetate', 'Acetic acid', 'Ethanoic acid']",3335
769,3.1.1.80,"['acetylajmaline esterase', 'AAE', '2beta(R)-17-O-acetylajmalan:acetylesterase', 'acetylajmalan esterase']",C00033,"[('CAS', ['64-19-7']), ('PubChem', ['3335']), ('ChEBI', ['15366', '30089']), ('ChEMBL', ['CHEMBL539']), ('LIPIDMAPS', ['LMFA01010002']), ('LipidBank', ['DFA0002']), ('KNApSAcK', ['C00001176']), ('PDB-CCD', ['ACT', 'ACY']), ('3DMET', ['B00009']), ('NIKKAJI', ['J2.355H'])]",C2H4O2,,"['Acetate', 'Acetic acid', 'Ethanoic acid']",3335
770,3.1.1.94,"['versiconal hemiacetal acetate esterase', 'VHA esterase']",C00033,"[('CAS', ['64-19-7']), ('PubChem', ['3335']), ('ChEBI', ['15366', '30089']), ('ChEMBL', ['CHEMBL539']), ('LIPIDMAPS', ['LMFA01010002']), ('LipidBank', ['DFA0002']), ('KNApSAcK', ['C00001176']), ('PDB-CCD', ['ACT', 'ACY']), ('3DMET', ['B00009']), ('NIKKAJI', ['J2.355H'])]",C2H4O2,,"['Acetate', 'Acetic acid', 'Ethanoic acid']",3335
771,3.5.1.14,"['N-acyl-aliphatic-L-amino acid amidohydrolase', 'aminoacylase 1', 'aminoacylase I', 'dehydropeptidase II', 'histozyme', 'hippuricase', 'benzamidase', 'acylase I', 'hippurase', 'amido acid deacylase', 'L-aminoacylase', 'acylase', 'aminoacylase', 'L-amino-acid acylase', 'alpha-N-acylaminoacid hydrolase', 'long acyl amidoacylase', 'short acyl amidoacylase', 'ACY1 (gene name)', 'N-acyl-L-amino-acid amidohydrolase']",C00033,"[('CAS', ['64-19-7']), ('PubChem', ['3335']), ('ChEBI', ['15366', '30089']), ('ChEMBL', ['CHEMBL539']), ('LIPIDMAPS', ['LMFA01010002']), ('LipidBank', ['DFA0002']), ('KNApSAcK', ['C00001176']), ('PDB-CCD', ['ACT', 'ACY']), ('3DMET', ['B00009']), ('NIKKAJI', ['J2.355H'])]",C2H4O2,,"['Acetate', 'Acetic acid', 'Ethanoic acid']",3335
772,3.5.1.114,"['N-acyl-aromatic-L-amino acid amidohydrolase', 'aminoacylase 3', 'aminoacylase III', 'ACY3 (gene name)']",C00033,"[('CAS', ['64-19-7']), ('PubChem', ['3335']), ('ChEBI', ['15366', '30089']), ('ChEMBL', ['CHEMBL539']), ('LIPIDMAPS', ['LMFA01010002']), ('LipidBank', ['DFA0002']), ('KNApSAcK', ['C00001176']), ('PDB-CCD', ['ACT', 'ACY']), ('3DMET', ['B00009']), ('NIKKAJI', ['J2.355H'])]",C2H4O2,,"['Acetate', 'Acetic acid', 'Ethanoic acid']",3335
773,1.14.13.81,"['magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase', 'Mg-protoporphyrin IX monomethyl ester (oxidative) cyclase']",C11831,"[('CAS', ['18433-30-2']), ('PubChem', ['13995']), ('ChEBI', ['30619']), ('3DMET', ['B04327'])]",C35H30MgN4O5,,"['Divinylprotochlorophyllide', '2,4-Divinylprotochlorophyllide', 'Mg-2,4-Divinyl-phaeoporphyrin a5-monomethylester', '3,8-Divinyl protochlorophyllide a']",13995
774,1.21.98.3,"['anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase', 'bchE (gene name)', 'MPE cyclase (ambiguous)']",C11831,"[('CAS', ['18433-30-2']), ('PubChem', ['13995']), ('ChEBI', ['30619']), ('3DMET', ['B04327'])]",C35H30MgN4O5,,"['Divinylprotochlorophyllide', '2,4-Divinylprotochlorophyllide', 'Mg-2,4-Divinyl-phaeoporphyrin a5-monomethylester', '3,8-Divinyl protochlorophyllide a']",13995
775,1.14.13.105,"['monocyclic monoterpene ketone monooxygenase', '1-hydroxy-2-oxolimonene 1,2-monooxygenase', 'dihydrocarvone 1,2-monooxygenase', 'MMKMO']",C18027,"[('CAS', ['68330-67-6']), ('PubChem', ['96024247']), ('ChEBI', ['50250']), ('KNApSAcK', ['C00000838']), ('NIKKAJI', ['J334.144E'])]",C10H18O2,,"['(4R,7S)-7-Isopropyl-4-methyloxepan-2-one', '(4R,7S)-4-Methyl-7-(1-methylethyl)-2-Oxepanone', 'Mentholactone']",96024247
776,1.14.13.105,"['monocyclic monoterpene ketone monooxygenase', '1-hydroxy-2-oxolimonene 1,2-monooxygenase', 'dihydrocarvone 1,2-monooxygenase', 'MMKMO']",C11414,"[('PubChem', ['13588']), ('ChEBI', ['233']), ('LIPIDMAPS', ['LMPR0102090059']), ('3DMET', ['B04257']), ('NIKKAJI', ['J2.490.915H'])]",C10H16O2,,"['(4S,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone', '4-Isopropenyl-7-methyloxepan-2-one']",13588
777,1.14.13.106,"['epi-isozizaene 5-monooxygenase', 'CYP170A1']",C17954,"[('PubChem', ['96024175']), ('ChEBI', ['51460']), ('KNApSAcK', ['C00016952']), ('NIKKAJI', ['J577.415B'])]",C15H22O,,['Albaflavenone'],96024175
778,1.14.13.106,"['epi-isozizaene 5-monooxygenase', 'CYP170A1']",C17953,"[('PubChem', ['96024174']), ('ChEBI', ['51480']), ('NIKKAJI', ['J2.799.619A'])]",C15H24O,,['(5S)-Albaflavenol'],96024174
779,1.14.13.106,"['epi-isozizaene 5-monooxygenase', 'CYP170A1']",C17955,"[('PubChem', ['96024176']), ('ChEBI', ['51479']), ('NIKKAJI', ['J2.799.619A'])]",C15H24O,,['(5R)-Albaflavenol'],96024176
780,1.14.13.122,"['chlorophyllide-a oxygenase', 'chlorophyllide a oxygenase', 'chlorophyll-b synthase', 'CAO']",C16541,"[('PubChem', ['51090870']), ('ChEBI', ['38209'])]",C35H32MgN4O6,,['Chlorophyllide b'],51090870
781,1.14.13.178,"['methylxanthine N1-demethylase', 'ndmA (gene name)']",C07480,"[('CAS', ['83-67-0']), ('PubChem', ['9683']), ('ChEBI', ['28946']), ('ChEMBL', ['CHEMBL1114']), ('KNApSAcK', ['C00001509']), ('PDB-CCD', ['37T']), ('3DMET', ['B02123']), ('NIKKAJI', ['J3.874A'])]",C7H8N4O2,,"['Theobromine', '3,7-Dimethylxanthine']",9683
782,2.1.1.160,"['caffeine synthase', 'dimethylxanthine methyltransferase', '3N-methyltransferase', 'DXMT', 'CCS1', 'S-adenosyl-L-methionine:3,7-dimethylxanthine 1-N-methyltransferase']",C07480,"[('CAS', ['83-67-0']), ('PubChem', ['9683']), ('ChEBI', ['28946']), ('ChEMBL', ['CHEMBL1114']), ('KNApSAcK', ['C00001509']), ('PDB-CCD', ['37T']), ('3DMET', ['B02123']), ('NIKKAJI', ['J3.874A'])]",C7H8N4O2,,"['Theobromine', '3,7-Dimethylxanthine']",9683
783,1.14.13.178,"['methylxanthine N1-demethylase', 'ndmA (gene name)']",C16357,"[('CAS', ['1076-22-8']), ('PubChem', ['47205665']), ('ChEBI', ['62207', '62208']), ('ChEMBL', ['CHEMBL619']), ('KNApSAcK', ['C00043196']), ('NIKKAJI', ['J3.360J'])]",C6H6N4O2,,['3-Methylxanthine'],47205665
784,1.14.13.178,"['methylxanthine N1-demethylase', 'ndmA (gene name)']",C16353,"[('CAS', ['552-62-5']), ('PubChem', ['47205661']), ('ChEBI', ['48991']), ('ChEMBL', ['CHEMBL321248']), ('KNApSAcK', ['C00007326']), ('NIKKAJI', ['J1.614D'])]",C6H6N4O2,,['7-Methylxanthine'],47205661
785,1.14.13.179,"['methylxanthine N3-demethylase', 'ndmB (gene name)']",C16353,"[('CAS', ['552-62-5']), ('PubChem', ['47205661']), ('ChEBI', ['48991']), ('ChEMBL', ['CHEMBL321248']), ('KNApSAcK', ['C00007326']), ('NIKKAJI', ['J1.614D'])]",C6H6N4O2,,['7-Methylxanthine'],47205661
786,1.14.13.179,"['methylxanthine N3-demethylase', 'ndmB (gene name)']",C00385,"[('CAS', ['69-89-6']), ('PubChem', ['3675']), ('ChEBI', ['17712', '48517']), ('ChEMBL', ['CHEMBL1424']), ('KNApSAcK', ['C00019660']), ('PDB-CCD', ['XAN']), ('3DMET', ['B00099']), ('NIKKAJI', ['J2.371J'])]",C5H4N4O2,,['Xanthine'],3675
787,1.14.13.181,"['13-deoxydaunorubicin hydroxylase', 'DoxA']",C12430,"[('PubChem', ['582820']), ('ChEBI', ['31059']), ('ChEMBL', ['CHEMBL3544589']), ('LIPIDMAPS', ['LMPK13050004']), ('3DMET', ['B04510']), ('NIKKAJI', ['J86.140E'])]",C27H31NO10,,['13-Dihydrodaunorubicin'],582820
788,1.14.13.181,"['13-deoxydaunorubicin hydroxylase', 'DoxA']",C01907,"[('CAS', ['20830-81-3']), ('PubChem', ['5016']), ('ChEBI', ['41977']), ('ChEMBL', ['CHEMBL178', 'CHEMBL9659']), ('LIPIDMAPS', ['LMPK13050002']), ('KNApSAcK', ['C00043440']), ('PDB-CCD', ['DM1']), ('3DMET', ['B01516']), ('NIKKAJI', ['J3.149F'])]",C27H29NO10,,"['Daunorubicin', 'Daunomycin', '(+)-Daunomycin']",5016
789,1.14.13.187,['L-evernosamine nitrososynthase'],C20767,"[('PubChem', ['254741235'])]",C18H29N3O14P2,,"['dTDP-2,3,6-trideoxy-3-C-methyl-4-O-methyl-3-nitroso-beta-L-arabino-hexopyranose']",254741235
790,1.14.13.187,['L-evernosamine nitrososynthase'],C20766,"[('PubChem', ['254741234'])]",C18H31N3O14P2,,['dTDP-N-hydroxy-beta-L-evernosamine'],254741234
791,1.14.13.222,"['aurachin C monooxygenase/isomerase', 'auaG (gene name)', 'aurachin C monooxygenase']",C21141,"[('PubChem', ['313046621'])]",C25H33NO3,,"['4-Hydroxy-2-methyl-3-oxo-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide']",313046621
792,1.14.13.222,"['aurachin C monooxygenase/isomerase', 'auaG (gene name)', 'aurachin C monooxygenase']",C21331,"[('PubChem', ['319075055'])]",C25H33NO3,,"['Aurachin C epoxide', '2-Hydroxy-1a-methyl-7a-[(2E,6E)-farnesyl]-1a,2-dihydrooxireno[2,3-b]quinolin-7(7aH)-one']",319075055
793,1.14.13.224,"['violacein synthase', 'proviolaceinate monooxygenase', 'vioC (gene name)']",C21135,"[('PubChem', ['313046615'])]",C21H15N3O4,,"['Violaceinic acid', 'Violaceinate']",313046615
794,1.14.13.224,"['violacein synthase', 'proviolaceinate monooxygenase', 'vioC (gene name)']",C21132,"[('PubChem', ['313046612'])]",C21H15N3O3,,"['Deoxyviolaceinic acid', 'Deoxyviolaceinate']",313046612
795,1.14.14.14,"['aromatase', 'CYP19A1 (gene name)', 'estrogen synthetase (incorrect)']",C00058,"[('CAS', ['64-18-6']), ('PubChem', ['3358']), ('ChEBI', ['15740', '30751']), ('ChEMBL', ['CHEMBL116736']), ('LipidBank', ['DFA0001']), ('KNApSAcK', ['C00001182']), ('PDB-CCD', ['FMT']), ('3DMET', ['B01142']), ('NIKKAJI', ['J1.402H'])]",CH2O2,,"['Formate', 'Methanoic acid', 'Formic acid']",3358
796,1.14.14.154,"['sterol 14alpha-demethylase', 'obtusufoliol 14-demethylase', 'lanosterol 14-demethylase', 'lanosterol 14alpha-demethylase', 'sterol 14-demethylase', 'CYP51 (gene name)', 'ERG11 (gene name)']",C00058,"[('CAS', ['64-18-6']), ('PubChem', ['3358']), ('ChEBI', ['15740', '30751']), ('ChEMBL', ['CHEMBL116736']), ('LipidBank', ['DFA0001']), ('KNApSAcK', ['C00001182']), ('PDB-CCD', ['FMT']), ('3DMET', ['B01142']), ('NIKKAJI', ['J1.402H'])]",CH2O2,,"['Formate', 'Methanoic acid', 'Formic acid']",3358
797,1.14.14.14,"['aromatase', 'CYP19A1 (gene name)', 'estrogen synthetase (incorrect)']",C03161,"[('PubChem', ['6046'])]",,,"['[Oxidized NADPH---hemoprotein reductase]', 'Oxidized flavoprotein']",6046
798,1.14.14.29,"['25/26-hydroxycholesterol 7alpha-hydroxylase', '25-hydroxycholesterol 7alpha-monooxygenase', 'CYP7B1', 'CYP7B1 oxysterol 7alpha-hydroxylase', '27-hydroxycholesterol 7-monooxygenase', '27-hydroxycholesterol 7alpha-hydroxylase', 'cholest-5-ene-3beta,25-diol,NADPH:oxygen oxidoreductase (7alpha-hydroxylating)', '25-hydroxycholesterol 7alpha-hydroxylase']",C03161,"[('PubChem', ['6046'])]",,,"['[Oxidized NADPH---hemoprotein reductase]', 'Oxidized flavoprotein']",6046
799,1.14.14.32,"['17alpha-hydroxyprogesterone deacetylase', 'C-17/C-20 lyase', '17alpha-hydroxyprogesterone acetaldehyde-lyase', 'CYP17', 'CYP17A1 (gene name)', '17alpha-hydroxyprogesterone 17,20-lyase']",C03161,"[('PubChem', ['6046'])]",,,"['[Oxidized NADPH---hemoprotein reductase]', 'Oxidized flavoprotein']",6046
800,1.14.14.36,"['tyrosine N-monooxygenase', 'tyrosine N-hydroxylase', 'CYP79A1']",C03161,"[('PubChem', ['6046'])]",,,"['[Oxidized NADPH---hemoprotein reductase]', 'Oxidized flavoprotein']",6046
801,1.14.14.37,"['4-hydroxyphenylacetaldehyde oxime monooxygenase', '4-hydroxybenzeneacetaldehyde oxime monooxygenase', 'cytochrome P450II-dependent monooxygenase', 'NADPH-cytochrome P450 reductase (CYP71E1)', 'CYP71E1', '4-hydroxyphenylacetaldehyde oxime,NADPH:oxygen oxidoreductase']",C03161,"[('PubChem', ['6046'])]",,,"['[Oxidized NADPH---hemoprotein reductase]', 'Oxidized flavoprotein']",6046
802,1.14.14.38,"['valine N-monooxygenase', 'CYP79D1', 'CYP79D2']",C03161,"[('PubChem', ['6046'])]",,,"['[Oxidized NADPH---hemoprotein reductase]', 'Oxidized flavoprotein']",6046
803,1.14.14.39,"['isoleucine N-monooxygenase', 'CYP79D3 (gene name)', 'CYP79D4 (gene name)']",C03161,"[('PubChem', ['6046'])]",,,"['[Oxidized NADPH---hemoprotein reductase]', 'Oxidized flavoprotein']",6046
804,1.14.14.40,"['phenylalanine N-monooxygenase', 'phenylalanine N-hydroxylase', 'CYP79A2 (gene name)', 'CYP79D16 (gene name)']",C03161,"[('PubChem', ['6046'])]",,,"['[Oxidized NADPH---hemoprotein reductase]', 'Oxidized flavoprotein']",6046
805,1.14.14.41,"['(E)-2-methylbutanal oxime monooxygenase', 'CYP71E7 (gene name)']",C03161,"[('PubChem', ['6046'])]",,,"['[Oxidized NADPH---hemoprotein reductase]', 'Oxidized flavoprotein']",6046
806,1.14.14.42,"['homomethionine N-monooxygenase', 'CYP79F1 (gene name)', 'CYP79F2 (gene name)']",C03161,"[('PubChem', ['6046'])]",,,"['[Oxidized NADPH---hemoprotein reductase]', 'Oxidized flavoprotein']",6046
807,1.14.14.43,"['(methylsulfanyl)alkanaldoxime N-monooxygenase', 'CYP83A1 (gene name)', '(methylthio)alkanaldoxime N-monooxygenase', '(E)-omega-(methylthio)alkananaldoxime,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (N-hydroxylating)']",C03161,"[('PubChem', ['6046'])]",,,"['[Oxidized NADPH---hemoprotein reductase]', 'Oxidized flavoprotein']",6046
808,1.14.14.44,"['phenylacetaldehyde oxime monooxygenase', 'CYP71AN24 (gene name)']",C03161,"[('PubChem', ['6046'])]",,,"['[Oxidized NADPH---hemoprotein reductase]', 'Oxidized flavoprotein']",6046
809,1.14.14.45,"['aromatic aldoxime N-monooxygenase', 'CYP83B1 (gene name)']",C03161,"[('PubChem', ['6046'])]",,,"['[Oxidized NADPH---hemoprotein reductase]', 'Oxidized flavoprotein']",6046
810,1.14.14.49,"['12-hydroxyjasmonoyl-L-amino acid 12-hydroxylase', 'CYP94C1 (gene name)']",C03161,"[('PubChem', ['6046'])]",,,"['[Oxidized NADPH---hemoprotein reductase]', 'Oxidized flavoprotein']",6046
811,1.14.14.50,"['tabersonine 3-oxygenase', 'T3O', 'CYP71D1V2']",C03161,"[('PubChem', ['6046'])]",,,"['[Oxidized NADPH---hemoprotein reductase]', 'Oxidized flavoprotein']",6046
