entry,product,reacts,PubChem,SMILES,Mol,Fingerprint,dist,enzyme_class_1,enzyme_class_2,enzyme_class_3,enzyme_class_4,enzyme_class_5,enzyme_class_6,enzyme_class_7,n_C,n_H,n_O,n_N,n_P,n_S,n_X,DoU,MW
1.3.1.3,C02247,0.0,5310,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4N)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9886d50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9887030>,0.3512204696622679,1,0,0,0,0,0,0,28.0,41.0,17.0,8.0,3.0,1.0,0.0,14.0,886.664
2.1.1.137,C02247,0.0,5310,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4N)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9886df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98870d0>,0.3563900617999234,0,1,0,0,0,0,0,28.0,41.0,17.0,8.0,3.0,1.0,0.0,14.0,886.664
1.3.1.115,C02247,0.0,5310,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4N)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9887300>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98871c0>,0.47181460013385423,1,0,0,0,0,0,0,28.0,41.0,17.0,8.0,3.0,1.0,0.0,14.0,886.664
1.2.1.95,C18022,0.0,96024242,CCC1=C(NC(=C1C)C=O)CC2=C(C3=C(N2)/C(=C\4/[C@H]([C@@H](C(=N4)/C=C\5/C(=C(C(=O)N5)C=C)C)C)CCC(=O)O)/[C@H](C3=O)C(=O)OC)C,<rdkit.Chem.rdchem.Mol object at 0x1ac98873a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9887260>,0.3624306174301776,1,0,0,0,0,0,0,35.0,38.0,7.0,4.0,0.0,0.0,0.0,19.0,626.7100000000003
1.14.14.21,C18022,0.0,96024242,CCC1=C(NC(=C1C)C=O)CC2=C(C3=C(N2)/C(=C\4/[C@H]([C@@H](C(=N4)/C=C\5/C(=C(C(=O)N5)C=C)C)C)CCC(=O)O)/[C@H](C3=O)C(=O)OC)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9887440>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9887170>,0.16761627406419255,1,0,0,0,0,0,0,35.0,38.0,7.0,4.0,0.0,0.0,0.0,19.0,626.7100000000003
2.8.2.14,C18022,0.0,96024242,CCC1=C(NC(=C1C)C=O)CC2=C(C3=C(N2)/C(=C\4/[C@H]([C@@H](C(=N4)/C=C\5/C(=C(C(=O)N5)C=C)C)C)CCC(=O)O)/[C@H](C3=O)C(=O)OC)C,<rdkit.Chem.rdchem.Mol object at 0x1ac98874e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9887210>,0.4045756097704656,0,1,0,0,0,0,0,35.0,38.0,7.0,4.0,0.0,0.0,0.0,19.0,626.7100000000003
2.8.2.24,C18022,0.0,96024242,CCC1=C(NC(=C1C)C=O)CC2=C(C3=C(N2)/C(=C\4/[C@H]([C@@H](C(=N4)/C=C\5/C(=C(C(=O)N5)C=C)C)C)CCC(=O)O)/[C@H](C3=O)C(=O)OC)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9887580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98872b0>,0.3613740556777815,0,1,0,0,0,0,0,35.0,38.0,7.0,4.0,0.0,0.0,0.0,19.0,626.7100000000003
6.5.1.5,C18022,0.0,96024242,CCC1=C(NC(=C1C)C=O)CC2=C(C3=C(N2)/C(=C\4/[C@H]([C@@H](C(=N4)/C=C\5/C(=C(C(=O)N5)C=C)C)C)CCC(=O)O)/[C@H](C3=O)C(=O)OC)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9887620>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9887350>,0.39301122308282777,0,0,0,0,0,1,0,35.0,38.0,7.0,4.0,0.0,0.0,0.0,19.0,626.7100000000003
1.14.15.24,C18022,0.0,96024242,CCC1=C(NC(=C1C)C=O)CC2=C(C3=C(N2)/C(=C\4/[C@H]([C@@H](C(=N4)/C=C\5/C(=C(C(=O)N5)C=C)C)C)CCC(=O)O)/[C@H](C3=O)C(=O)OC)C,<rdkit.Chem.rdchem.Mol object at 0x1ac98876c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98873f0>,0.3047070670524291,1,0,0,0,0,0,0,35.0,38.0,7.0,4.0,0.0,0.0,0.0,19.0,626.7100000000003
2.1.1.157,C18022,0.0,96024242,CCC1=C(NC(=C1C)C=O)CC2=C(C3=C(N2)/C(=C\4/[C@H]([C@@H](C(=N4)/C=C\5/C(=C(C(=O)N5)C=C)C)C)CCC(=O)O)/[C@H](C3=O)C(=O)OC)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9887760>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9887490>,0.4241388667023978,0,1,0,0,0,0,0,35.0,38.0,7.0,4.0,0.0,0.0,0.0,19.0,626.7100000000003
1.14.19.69,C18022,0.0,96024242,CCC1=C(NC(=C1C)C=O)CC2=C(C3=C(N2)/C(=C\4/[C@H]([C@@H](C(=N4)/C=C\5/C(=C(C(=O)N5)C=C)C)C)CCC(=O)O)/[C@H](C3=O)C(=O)OC)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9887800>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9887530>,0.35247358317539085,1,0,0,0,0,0,0,35.0,38.0,7.0,4.0,0.0,0.0,0.0,19.0,626.7100000000003
1.14.14.42,C18022,0.0,96024242,CCC1=C(NC(=C1C)C=O)CC2=C(C3=C(N2)/C(=C\4/[C@H]([C@@H](C(=N4)/C=C\5/C(=C(C(=O)N5)C=C)C)C)CCC(=O)O)/[C@H](C3=O)C(=O)OC)C,<rdkit.Chem.rdchem.Mol object at 0x1ac98878a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98875d0>,0.4461371895804841,1,0,0,0,0,0,0,35.0,38.0,7.0,4.0,0.0,0.0,0.0,19.0,626.7100000000003
2.7.7.102,C18022,0.0,96024242,CCC1=C(NC(=C1C)C=O)CC2=C(C3=C(N2)/C(=C\4/[C@H]([C@@H](C(=N4)/C=C\5/C(=C(C(=O)N5)C=C)C)C)CCC(=O)O)/[C@H](C3=O)C(=O)OC)C,<rdkit.Chem.rdchem.Mol object at 0x1ac9887940>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9887670>,0.38586355211673656,0,1,0,0,0,0,0,35.0,38.0,7.0,4.0,0.0,0.0,0.0,19.0,626.7100000000003
2.8.4.4,C18022,0.0,96024242,CCC1=C(NC(=C1C)C=O)CC2=C(C3=C(N2)/C(=C\4/[C@H]([C@@H](C(=N4)/C=C\5/C(=C(C(=O)N5)C=C)C)C)CCC(=O)O)/[C@H](C3=O)C(=O)OC)C,<rdkit.Chem.rdchem.Mol object at 0x1ac98879e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9887710>,0.4069572739833499,0,1,0,0,0,0,0,35.0,38.0,7.0,4.0,0.0,0.0,0.0,19.0,626.7100000000003
2.5.1.32,C21405,0.0,328082948,COC1=C(C=C2CN3CC[C@]4([C@@H]3CC(=O)C=C4)C2=C1)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9887a80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98877b0>,0.31893587804299256,0,1,0,0,0,0,0,16.0,17.0,3.0,1.0,0.0,0.0,0.0,9.0,271.316
4.99.1.10,C21405,0.0,328082948,COC1=C(C=C2CN3CC[C@]4([C@@H]3CC(=O)C=C4)C2=C1)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9887b20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9887850>,0.37124593252393123,0,0,0,1,0,0,0,16.0,17.0,3.0,1.0,0.0,0.0,0.0,9.0,271.316
1.14.19.34,C21405,0.0,328082948,COC1=C(C=C2CN3CC[C@]4([C@@H]3CC(=O)C=C4)C2=C1)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9887bc0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98878f0>,0.36103068482540507,1,0,0,0,0,0,0,16.0,17.0,3.0,1.0,0.0,0.0,0.0,9.0,271.316
1.14.14.114,C21405,0.0,328082948,COC1=C(C=C2CN3CC[C@]4([C@@H]3CC(=O)C=C4)C2=C1)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9887c60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9887990>,0.3639234701355289,1,0,0,0,0,0,0,16.0,17.0,3.0,1.0,0.0,0.0,0.0,9.0,271.316
1.14.14.170,C21405,0.0,328082948,COC1=C(C=C2CN3CC[C@]4([C@@H]3CC(=O)C=C4)C2=C1)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9887d00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9887a30>,0.32738073524738737,1,0,0,0,0,0,0,16.0,17.0,3.0,1.0,0.0,0.0,0.0,9.0,271.316
2.3.2.1,C21405,0.0,328082948,COC1=C(C=C2CN3CC[C@]4([C@@H]3CC(=O)C=C4)C2=C1)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9887da0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9887ad0>,0.37606862873538727,0,1,0,0,0,0,0,16.0,17.0,3.0,1.0,0.0,0.0,0.0,9.0,271.316
3.5.1.38,C21405,0.0,328082948,COC1=C(C=C2CN3CC[C@]4([C@@H]3CC(=O)C=C4)C2=C1)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9887e40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9887b70>,0.2714117801729402,0,0,1,0,0,0,0,16.0,17.0,3.0,1.0,0.0,0.0,0.0,9.0,271.316
1.1.1.372,C21405,0.0,328082948,COC1=C(C=C2CN3CC[C@]4([C@@H]3CC(=O)C=C4)C2=C1)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9887ee0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9887c10>,0.29609844076401487,1,0,0,0,0,0,0,16.0,17.0,3.0,1.0,0.0,0.0,0.0,9.0,271.316
3.6.1.5,C21405,0.0,328082948,COC1=C(C=C2CN3CC[C@]4([C@@H]3CC(=O)C=C4)C2=C1)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9887f80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9887cb0>,0.33040780379763934,0,0,1,0,0,0,0,16.0,17.0,3.0,1.0,0.0,0.0,0.0,9.0,271.316
2.5.1.96,C11498,0.0,13668,C[C@@H](CSCCS(=O)(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9887e90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888080>,0.3947209473962331,0,1,0,0,0,0,0,5.0,12.0,4.0,0.0,0.0,2.0,0.0,0.0,200.281
1.14.14.158,C11498,0.0,13668,C[C@@H](CSCCS(=O)(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9887f30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888120>,0.39756499140349816,1,0,0,0,0,0,0,5.0,12.0,4.0,0.0,0.0,2.0,0.0,0.0,200.281
2.1.1.343,C11498,0.0,13668,C[C@@H](CSCCS(=O)(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9887d50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888030>,0.26555708445186876,0,1,0,0,0,0,0,5.0,12.0,4.0,0.0,0.0,2.0,0.0,0.0,200.281
2.7.8.26,C01494,0.0,4664,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9887df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98880d0>,0.4136844213752309,0,1,0,0,0,0,0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,6.0,194.18599999999998
2.1.1.175,C01494,0.0,4664,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888300>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98881c0>,0.34238863036453504,0,1,0,0,0,0,0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,6.0,194.18599999999998
1.1.1.396,C01494,0.0,4664,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac98883a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888260>,0.33643235950688494,1,0,0,0,0,0,0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,6.0,194.18599999999998
1.14.14.14,C01494,0.0,4664,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888440>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888170>,0.32791446822002857,1,0,0,0,0,0,0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,6.0,194.18599999999998
1.14.15.21,C01494,0.0,4664,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac98884e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888210>,0.34886346138709506,1,0,0,0,0,0,0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,6.0,194.18599999999998
1.14.99.58,C01494,0.0,4664,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98882b0>,0.399042956085813,1,0,0,0,0,0,0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,6.0,194.18599999999998
3.1.3.73,C01494,0.0,4664,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888620>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888350>,0.4215566842662309,0,0,1,0,0,0,0,10.0,10.0,4.0,0.0,0.0,0.0,0.0,6.0,194.18599999999998
1.11.1.14,C01179,0.0,4406,C1=CC(=CC=C1CC(=O)C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac98886c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98883f0>,0.326002983153548,1,0,0,0,0,0,0,9.0,8.0,4.0,0.0,0.0,0.0,0.0,6.0,180.159
2.4.1.202,C01179,0.0,4406,C1=CC(=CC=C1CC(=O)C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888760>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888490>,0.3465352623583093,0,1,0,0,0,0,0,9.0,8.0,4.0,0.0,0.0,0.0,0.0,6.0,180.159
1.4.7.1,C01179,0.0,4406,C1=CC(=CC=C1CC(=O)C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888800>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888530>,0.39292075564508594,1,0,0,0,0,0,0,9.0,8.0,4.0,0.0,0.0,0.0,0.0,6.0,180.159
2.7.1.214,C01179,0.0,4406,C1=CC(=CC=C1CC(=O)C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac98888a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98885d0>,0.2797767497372332,0,1,0,0,0,0,0,9.0,8.0,4.0,0.0,0.0,0.0,0.0,6.0,180.159
2.7.7.72,C01179,0.0,4406,C1=CC(=CC=C1CC(=O)C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888940>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888670>,0.35367184459886575,0,1,0,0,0,0,0,9.0,8.0,4.0,0.0,0.0,0.0,0.0,6.0,180.159
1.16.3.3,C01179,0.0,4406,C1=CC(=CC=C1CC(=O)C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac98889e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888710>,0.43253835030618676,1,0,0,0,0,0,0,9.0,8.0,4.0,0.0,0.0,0.0,0.0,6.0,180.159
2.8.3.21,C01179,0.0,4406,C1=CC(=CC=C1CC(=O)C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888a80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98887b0>,0.45628120365967706,0,1,0,0,0,0,0,9.0,8.0,4.0,0.0,0.0,0.0,0.0,6.0,180.159
1.1.1.287,C20198,0.0,163311941,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888b20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888850>,0.3658614095347419,1,0,0,0,0,0,0,10.0,18.0,19.0,5.0,5.0,0.0,0.0,7.0,667.1400000000006
4.1.3.17,C20198,0.0,163311941,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888bc0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98888f0>,0.3891383327223426,0,0,0,1,0,0,0,10.0,18.0,19.0,5.0,5.0,0.0,0.0,7.0,667.1400000000006
1.14.15.21,C20198,0.0,163311941,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888c60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888990>,0.34886346138709506,1,0,0,0,0,0,0,10.0,18.0,19.0,5.0,5.0,0.0,0.0,7.0,667.1400000000006
3.7.1.21,C20198,0.0,163311941,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888d00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888a30>,0.4204574080467284,0,0,1,0,0,0,0,10.0,18.0,19.0,5.0,5.0,0.0,0.0,7.0,667.1400000000006
1.14.14.76,C20198,0.0,163311941,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888da0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888ad0>,0.3620986629959496,1,0,0,0,0,0,0,10.0,18.0,19.0,5.0,5.0,0.0,0.0,7.0,667.1400000000006
1.14.19.63,C00758,0.0,4020,C1=CC(=O)OC2=CC3=C(C=CO3)C(=C21)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888e40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888b70>,0.29598176434204676,1,0,0,0,0,0,0,11.0,6.0,4.0,0.0,0.0,0.0,0.0,9.0,202.165
6.2.1.54,C00758,0.0,4020,C1=CC(=O)OC2=CC3=C(C=CO3)C(=C21)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888ee0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888c10>,0.3070883430081047,0,0,0,0,0,1,0,11.0,6.0,4.0,0.0,0.0,0.0,0.0,9.0,202.165
6.5.1.2,C00758,0.0,4020,C1=CC(=O)OC2=CC3=C(C=CO3)C(=C21)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888f80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9888cb0>,0.2676561864209295,0,0,0,0,0,1,0,11.0,6.0,4.0,0.0,0.0,0.0,0.0,9.0,202.165
4.4.1.13,C00758,0.0,4020,C1=CC(=O)OC2=CC3=C(C=CO3)C(=C21)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888e90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9889080>,0.381488983386584,0,0,0,1,0,0,0,11.0,6.0,4.0,0.0,0.0,0.0,0.0,9.0,202.165
2.3.1.261,C00758,0.0,4020,C1=CC(=O)OC2=CC3=C(C=CO3)C(=C21)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888f30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9889120>,0.3558464387009285,0,1,0,0,0,0,0,11.0,6.0,4.0,0.0,0.0,0.0,0.0,9.0,202.165
2.8.2.14,C00758,0.0,4020,C1=CC(=O)OC2=CC3=C(C=CO3)C(=C21)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888d50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9889030>,0.4045756097704656,0,1,0,0,0,0,0,11.0,6.0,4.0,0.0,0.0,0.0,0.0,9.0,202.165
1.1.1.352,C00758,0.0,4020,C1=CC(=O)OC2=CC3=C(C=CO3)C(=C21)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9888df0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98890d0>,0.32165441302017145,1,0,0,0,0,0,0,11.0,6.0,4.0,0.0,0.0,0.0,0.0,9.0,202.165
1.14.19.47,C00758,0.0,4020,C1=CC(=O)OC2=CC3=C(C=CO3)C(=C21)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9889300>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98891c0>,0.3680123868151328,1,0,0,0,0,0,0,11.0,6.0,4.0,0.0,0.0,0.0,0.0,9.0,202.165
2.5.1.32,C00219,0.0,3519,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac98893a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9889260>,0.31893587804299256,0,1,0,0,0,0,0,20.0,32.0,2.0,0.0,0.0,0.0,0.0,5.0,304.47400000000005
1.14.15.21,C00219,0.0,3519,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9889440>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9889170>,0.34886346138709506,1,0,0,0,0,0,0,20.0,32.0,2.0,0.0,0.0,0.0,0.0,5.0,304.47400000000005
2.7.2.2,C00219,0.0,3519,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac98894e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9889210>,0.35846447378282364,0,1,0,0,0,0,0,20.0,32.0,2.0,0.0,0.0,0.0,0.0,5.0,304.47400000000005
1.14.14.30,C00219,0.0,3519,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9889580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98892b0>,0.42144746134274186,1,0,0,0,0,0,0,20.0,32.0,2.0,0.0,0.0,0.0,0.0,5.0,304.47400000000005
4.2.1.20,C00219,0.0,3519,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9889620>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9889350>,0.3711793723802357,0,0,0,1,0,0,0,20.0,32.0,2.0,0.0,0.0,0.0,0.0,5.0,304.47400000000005
2.5.1.96,C00219,0.0,3519,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac98896c0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98893f0>,0.3947209473962331,0,1,0,0,0,0,0,20.0,32.0,2.0,0.0,0.0,0.0,0.0,5.0,304.47400000000005
2.1.1.137,C00219,0.0,3519,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9889760>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9889490>,0.3563900617999234,0,1,0,0,0,0,0,20.0,32.0,2.0,0.0,0.0,0.0,0.0,5.0,304.47400000000005
1.2.1.31,C00219,0.0,3519,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9889800>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9889530>,0.38840006809987937,1,0,0,0,0,0,0,20.0,32.0,2.0,0.0,0.0,0.0,0.0,5.0,304.47400000000005
1.3.1.114,C00219,0.0,3519,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac98898a0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98895d0>,0.3815910468253025,1,0,0,0,0,0,0,20.0,32.0,2.0,0.0,0.0,0.0,0.0,5.0,304.47400000000005
2.3.2.29,C00122,0.0,3422,C(=C/C(=O)O)\C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9889940>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9889670>,0.39949642761816173,0,1,0,0,0,0,0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,116.07199999999997
1.4.1.13,C00122,0.0,3422,C(=C/C(=O)O)\C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac98899e0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9889710>,0.34783333198278743,1,0,0,0,0,0,0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,116.07199999999997
1.14.19.38,C00122,0.0,3422,C(=C/C(=O)O)\C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9889a80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac98897b0>,0.3124931266788915,1,0,0,0,0,0,0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,116.07199999999997
2.7.7.72,C00122,0.0,3422,C(=C/C(=O)O)\C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x1ac9889b20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1ac9889850>,0.35367184459886575,0,1,0,0,0,0,0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,116.07199999999997
